"","Station","Date.local.","Amount.MJ.m2.","Period.Hrs.","Type","Freq"
"5548","Pukekohe Ews","20161018:0300",0,1,"G","H"
"5549","Pukekohe Ews","20161018:0400",0,1,"G","H"
"5550","Pukekohe Ews","20161018:0500",0,1,"G","H"
"5551","Pukekohe Ews","20161018:0600",0,1,"G","H"
"5552","Pukekohe Ews","20161018:0700",0.03,1,"G","H"
"5553","Pukekohe Ews","20161018:0800",0.43,1,"G","H"
"5554","Pukekohe Ews","20161018:0900",1.13,1,"G","H"
"5555","Pukekohe Ews","20161018:1000",1.88,1,"G","H"
"5556","Pukekohe Ews","20161018:1100",2.15,1,"G","H"
"5557","Pukekohe Ews","20161018:1200",1.91,1,"G","H"
"5558","Pukekohe Ews","20161018:1300",2.38,1,"G","H"
"5559","Pukekohe Ews","20161018:1400",3.29,1,"G","H"
"5560","Pukekohe Ews","20161018:1500",2.81,1,"G","H"
"5561","Pukekohe Ews","20161018:1600",2.86,1,"G","H"
"5562","Pukekohe Ews","20161018:1700",2.13,1,"G","H"
"5563","Pukekohe Ews","20161018:1800",1.29,1,"G","H"
"5564","Pukekohe Ews","20161018:1900",0.62,1,"G","H"
"5565","Pukekohe Ews","20161018:2000",0.07,1,"G","H"
"5566","Pukekohe Ews","20161018:2100",0,1,"G","H"
"5567","Pukekohe Ews","20161018:2200",0,1,"G","H"
"5568","Pukekohe Ews","20161018:2300",0,1,"G","H"
"5569","Pukekohe Ews","20161019:0000",0,1,"G","H"
"5570","Pukekohe Ews","20161019:0100",0,1,"G","H"
"5571","Pukekohe Ews","20161019:0200",0,1,"G","H"
"5572","Pukekohe Ews","20161019:0300",0,1,"G","H"
"5573","Pukekohe Ews","20161019:0400",0,1,"G","H"
"5574","Pukekohe Ews","20161019:0500",0,1,"G","H"
"5575","Pukekohe Ews","20161019:0600",0,1,"G","H"
"5576","Pukekohe Ews","20161019:0700",0.03,1,"G","H"
"5577","Pukekohe Ews","20161019:0800",0.35,1,"G","H"
"5578","Pukekohe Ews","20161019:0900",1.11,1,"G","H"
"5579","Pukekohe Ews","20161019:1000",1.2,1,"G","H"
"5580","Pukekohe Ews","20161019:1100",1.59,1,"G","H"
"5581","Pukekohe Ews","20161019:1200",2.26,1,"G","H"
"5582","Pukekohe Ews","20161019:1300",1.66,1,"G","H"
"5583","Pukekohe Ews","20161019:1400",1.48,1,"G","H"
"5584","Pukekohe Ews","20161019:1500",1.35,1,"G","H"
"5585","Pukekohe Ews","20161019:1600",1.12,1,"G","H"
"5586","Pukekohe Ews","20161019:1700",0.57,1,"G","H"
"5587","Pukekohe Ews","20161019:1800",0.46,1,"G","H"
"5588","Pukekohe Ews","20161019:1900",0.3,1,"G","H"
"5589","Pukekohe Ews","20161019:2000",0.09,1,"G","H"
"5590","Pukekohe Ews","20161019:2100",0,1,"G","H"
"5591","Pukekohe Ews","20161019:2200",0,1,"G","H"
"5592","Pukekohe Ews","20161019:2300",0,1,"G","H"
"5593","Pukekohe Ews","20161020:0000",0,1,"G","H"
"5594","Pukekohe Ews","20161020:0100",0,1,"G","H"
"5595","Pukekohe Ews","20161020:0200",0,1,"G","H"
"5596","Pukekohe Ews","20161020:0300",0,1,"G","H"
"5597","Pukekohe Ews","20161020:0400",0,1,"G","H"
"5598","Pukekohe Ews","20161020:0500",0,1,"G","H"
"5599","Pukekohe Ews","20161020:0600",0,1,"G","H"
"5600","Pukekohe Ews","20161020:0700",0.01,1,"G","H"
"5601","Pukekohe Ews","20161020:0800",0.28,1,"G","H"
"5602","Pukekohe Ews","20161020:0900",0.37,1,"G","H"
"5603","Pukekohe Ews","20161020:1000",0.64,1,"G","H"
"5604","Pukekohe Ews","20161020:1100",1.05,1,"G","H"
"5605","Pukekohe Ews","20161020:1200",2.09,1,"G","H"
"5606","Pukekohe Ews","20161020:1300",1.96,1,"G","H"
"5607","Pukekohe Ews","20161020:1400",1.12,1,"G","H"
"5608","Pukekohe Ews","20161020:1500",0.9,1,"G","H"
"5609","Pukekohe Ews","20161020:1600",0.67,1,"G","H"
"5610","Pukekohe Ews","20161020:1700",0.59,1,"G","H"
"5611","Pukekohe Ews","20161020:1800",0.17,1,"G","H"
"5612","Pukekohe Ews","20161020:1900",0.09,1,"G","H"
"5613","Pukekohe Ews","20161020:2000",0.03,1,"G","H"
"5614","Pukekohe Ews","20161020:2100",0,1,"G","H"
"5615","Pukekohe Ews","20161020:2200",0,1,"G","H"
"5616","Pukekohe Ews","20161020:2300",0,1,"G","H"
"5617","Pukekohe Ews","20161021:0000",0,1,"G","H"
"5618","Pukekohe Ews","20161021:0100",0,1,"G","H"
"5619","Pukekohe Ews","20161021:0200",0,1,"G","H"
"5620","Pukekohe Ews","20161021:0300",0,1,"G","H"
"5621","Pukekohe Ews","20161021:0400",0,1,"G","H"
"5622","Pukekohe Ews","20161021:0500",0,1,"G","H"
"5623","Pukekohe Ews","20161021:0600",0,1,"G","H"
"5624","Pukekohe Ews","20161021:0700",0.02,1,"G","H"
"5625","Pukekohe Ews","20161021:0800",0.51,1,"G","H"
"5626","Pukekohe Ews","20161021:0900",1.39,1,"G","H"
"5627","Pukekohe Ews","20161021:1000",1.94,1,"G","H"
"5628","Pukekohe Ews","20161021:1100",2.48,1,"G","H"
"5629","Pukekohe Ews","20161021:1200",2.79,1,"G","H"
"5630","Pukekohe Ews","20161021:1300",3.24,1,"G","H"
"5631","Pukekohe Ews","20161021:1400",3.02,1,"G","H"
"5632","Pukekohe Ews","20161021:1500",2.62,1,"G","H"
"5633","Pukekohe Ews","20161021:1600",2.29,1,"G","H"
"5634","Pukekohe Ews","20161021:1700",1.7,1,"G","H"
"5635","Pukekohe Ews","20161021:1800",0.93,1,"G","H"
"5636","Pukekohe Ews","20161021:1900",0.5,1,"G","H"
"5637","Pukekohe Ews","20161021:2000",0.07,1,"G","H"
"5638","Pukekohe Ews","20161021:2100",0,1,"G","H"
"5639","Pukekohe Ews","20161021:2200",0,1,"G","H"
"5640","Pukekohe Ews","20161021:2300",0,1,"G","H"
"5641","Pukekohe Ews","20161022:0000",0,1,"G","H"
"5642","Pukekohe Ews","20161022:0100",0,1,"G","H"
"5643","Pukekohe Ews","20161022:0200",0,1,"G","H"
"5644","Pukekohe Ews","20161022:0300",0,1,"G","H"
"5645","Pukekohe Ews","20161022:0400",0,1,"G","H"
"5646","Pukekohe Ews","20161022:0500",0,1,"G","H"
"5647","Pukekohe Ews","20161022:0600",0,1,"G","H"
"5648","Pukekohe Ews","20161022:0700",0.02,1,"G","H"
"5649","Pukekohe Ews","20161022:0800",0.49,1,"G","H"
"5650","Pukekohe Ews","20161022:0900",1.27,1,"G","H"
"5651","Pukekohe Ews","20161022:1000",2.06,1,"G","H"
"5652","Pukekohe Ews","20161022:1100",2.76,1,"G","H"
"5653","Pukekohe Ews","20161022:1200",2.25,1,"G","H"
"5654","Pukekohe Ews","20161022:1300",3.38,1,"G","H"
"5655","Pukekohe Ews","20161022:1400",3.34,1,"G","H"
"5656","Pukekohe Ews","20161022:1500",3.16,1,"G","H"
"5657","Pukekohe Ews","20161022:1600",2.86,1,"G","H"
"5658","Pukekohe Ews","20161022:1700",1.99,1,"G","H"
"5659","Pukekohe Ews","20161022:1800",1.44,1,"G","H"
"5660","Pukekohe Ews","20161022:1900",0.68,1,"G","H"
"5661","Pukekohe Ews","20161022:2000",0.1,1,"G","H"
"5662","Pukekohe Ews","20161022:2100",0,1,"G","H"
"5663","Pukekohe Ews","20161022:2200",0,1,"G","H"
"5664","Pukekohe Ews","20161022:2300",0,1,"G","H"
"5665","Pukekohe Ews","20161023:0000",0,1,"G","H"
"5666","Pukekohe Ews","20161023:0100",0,1,"G","H"
"5667","Pukekohe Ews","20161023:0200",0,1,"G","H"
"5668","Pukekohe Ews","20161023:0300",0,1,"G","H"
"5669","Pukekohe Ews","20161023:0400",0,1,"G","H"
"5670","Pukekohe Ews","20161023:0500",0,1,"G","H"
"5671","Pukekohe Ews","20161023:0600",0,1,"G","H"
"5672","Pukekohe Ews","20161023:0700",0.03,1,"G","H"
"5673","Pukekohe Ews","20161023:0800",0.56,1,"G","H"
"5674","Pukekohe Ews","20161023:0900",1.32,1,"G","H"
"5675","Pukekohe Ews","20161023:1000",2.05,1,"G","H"
"5676","Pukekohe Ews","20161023:1100",2.66,1,"G","H"
"5677","Pukekohe Ews","20161023:1200",3.11,1,"G","H"
"5678","Pukekohe Ews","20161023:1300",3.23,1,"G","H"
"5679","Pukekohe Ews","20161023:1400",3.31,1,"G","H"
"5680","Pukekohe Ews","20161023:1500",2.86,1,"G","H"
"5681","Pukekohe Ews","20161023:1600",2.6,1,"G","H"
"5682","Pukekohe Ews","20161023:1700",2.02,1,"G","H"
"5683","Pukekohe Ews","20161023:1800",0.89,1,"G","H"
"5684","Pukekohe Ews","20161023:1900",0.34,1,"G","H"
"5685","Pukekohe Ews","20161023:2000",0.05,1,"G","H"
"5686","Pukekohe Ews","20161023:2100",0,1,"G","H"
"5687","Pukekohe Ews","20161023:2200",0,1,"G","H"
"5688","Pukekohe Ews","20161023:2300",0,1,"G","H"
"5689","Pukekohe Ews","20161024:0000",0,1,"G","H"
"5690","Pukekohe Ews","20161024:0100",0,1,"G","H"
"5691","Pukekohe Ews","20161024:0200",0,1,"G","H"
"5692","Pukekohe Ews","20161024:0300",0,1,"G","H"
"5693","Pukekohe Ews","20161024:0400",0,1,"G","H"
"5694","Pukekohe Ews","20161024:0500",0,1,"G","H"
"5695","Pukekohe Ews","20161024:0600",0,1,"G","H"
"5696","Pukekohe Ews","20161024:0700",0.03,1,"G","H"
"5697","Pukekohe Ews","20161024:0800",0.52,1,"G","H"
"5698","Pukekohe Ews","20161024:0900",0.54,1,"G","H"
"5699","Pukekohe Ews","20161024:1000",0.87,1,"G","H"
"5700","Pukekohe Ews","20161024:1100",1.15,1,"G","H"
"5701","Pukekohe Ews","20161024:1200",1.37,1,"G","H"
"5702","Pukekohe Ews","20161024:1300",1.57,1,"G","H"
"5703","Pukekohe Ews","20161024:1400",2.09,1,"G","H"
"5704","Pukekohe Ews","20161024:1500",2.25,1,"G","H"
"5705","Pukekohe Ews","20161024:1600",1.29,1,"G","H"
"5706","Pukekohe Ews","20161024:1700",0.83,1,"G","H"
"5707","Pukekohe Ews","20161024:1800",0.56,1,"G","H"
"5708","Pukekohe Ews","20161024:1900",0.2,1,"G","H"
"5709","Pukekohe Ews","20161024:2000",0.03,1,"G","H"
"5710","Pukekohe Ews","20161024:2100",0,1,"G","H"
"5711","Pukekohe Ews","20161024:2200",0,1,"G","H"
"5712","Pukekohe Ews","20161024:2300",0,1,"G","H"
"5713","Pukekohe Ews","20161025:0000",0,1,"G","H"
"5714","Pukekohe Ews","20161025:0100",0,1,"G","H"
"5715","Pukekohe Ews","20161025:0200",0,1,"G","H"
"5716","Pukekohe Ews","20161025:0300",0,1,"G","H"
"5717","Pukekohe Ews","20161025:0400",0,1,"G","H"
"5718","Pukekohe Ews","20161025:0500",0,1,"G","H"
"5719","Pukekohe Ews","20161025:0600",0,1,"G","H"
"5720","Pukekohe Ews","20161025:0700",0.01,1,"G","H"
"5721","Pukekohe Ews","20161025:0800",0.19,1,"G","H"
"5722","Pukekohe Ews","20161025:0900",0.3,1,"G","H"
"5723","Pukekohe Ews","20161025:1000",0.31,1,"G","H"
"5724","Pukekohe Ews","20161025:1100",0.63,1,"G","H"
"5725","Pukekohe Ews","20161025:1200",1.39,1,"G","H"
"5726","Pukekohe Ews","20161025:1300",2.11,1,"G","H"
"5727","Pukekohe Ews","20161025:1400",1.18,1,"G","H"
"5728","Pukekohe Ews","20161025:1500",1.32,1,"G","H"
"5729","Pukekohe Ews","20161025:1600",1.93,1,"G","H"
"5730","Pukekohe Ews","20161025:1700",0.81,1,"G","H"
"5731","Pukekohe Ews","20161025:1800",0.3,1,"G","H"
"5732","Pukekohe Ews","20161025:1900",0.14,1,"G","H"
"5733","Pukekohe Ews","20161025:2000",0.03,1,"G","H"
"5734","Pukekohe Ews","20161025:2100",0,1,"G","H"
"5735","Pukekohe Ews","20161025:2200",0,1,"G","H"
"5736","Pukekohe Ews","20161025:2300",0,1,"G","H"
"5737","Pukekohe Ews","20161026:0000",0,1,"G","H"
"5738","Pukekohe Ews","20161026:0100",0,1,"G","H"
"5739","Pukekohe Ews","20161026:0200",0,1,"G","H"
"5740","Pukekohe Ews","20161026:0300",0,1,"G","H"
"5741","Pukekohe Ews","20161026:0400",0,1,"G","H"
"5742","Pukekohe Ews","20161026:0500",0,1,"G","H"
"5743","Pukekohe Ews","20161026:0600",0,1,"G","H"
"5744","Pukekohe Ews","20161026:0700",0.06,1,"G","H"
"5745","Pukekohe Ews","20161026:0800",0.34,1,"G","H"
"5746","Pukekohe Ews","20161026:0900",0.61,1,"G","H"
"5747","Pukekohe Ews","20161026:1000",2.05,1,"G","H"
"5748","Pukekohe Ews","20161026:1100",1.81,1,"G","H"
"5749","Pukekohe Ews","20161026:1200",1.51,1,"G","H"
"5750","Pukekohe Ews","20161026:1300",1.61,1,"G","H"
"5751","Pukekohe Ews","20161026:1400",1.89,1,"G","H"
"5752","Pukekohe Ews","20161026:1500",2.73,1,"G","H"
"5753","Pukekohe Ews","20161026:1600",2.05,1,"G","H"
"5754","Pukekohe Ews","20161026:1700",1.05,1,"G","H"
"5755","Pukekohe Ews","20161026:1800",0.96,1,"G","H"
"5756","Pukekohe Ews","20161026:1900",0.37,1,"G","H"
"5757","Pukekohe Ews","20161026:2000",0.05,1,"G","H"
"5758","Pukekohe Ews","20161026:2100",0,1,"G","H"
"5759","Pukekohe Ews","20161026:2200",0,1,"G","H"
"5760","Pukekohe Ews","20161026:2300",0,1,"G","H"
"5761","Pukekohe Ews","20161027:0000",0,1,"G","H"
"5762","Pukekohe Ews","20161027:0100",0,1,"G","H"
"5763","Pukekohe Ews","20161027:0200",0,1,"G","H"
"5764","Pukekohe Ews","20161027:0300",0,1,"G","H"
"5765","Pukekohe Ews","20161027:0400",0,1,"G","H"
"5766","Pukekohe Ews","20161027:0500",0,1,"G","H"
"5767","Pukekohe Ews","20161027:0600",0,1,"G","H"
"5768","Pukekohe Ews","20161027:0700",0.05,1,"G","H"
"5769","Pukekohe Ews","20161027:0800",0.44,1,"G","H"
"5770","Pukekohe Ews","20161027:0900",0.64,1,"G","H"
"5771","Pukekohe Ews","20161027:1000",0.76,1,"G","H"
"5772","Pukekohe Ews","20161027:1100",1.53,1,"G","H"
"5773","Pukekohe Ews","20161027:1200",2.51,1,"G","H"
"5774","Pukekohe Ews","20161027:1300",2.34,1,"G","H"
"5775","Pukekohe Ews","20161027:1400",2.52,1,"G","H"
"5776","Pukekohe Ews","20161027:1500",1.78,1,"G","H"
"5777","Pukekohe Ews","20161027:1600",1.81,1,"G","H"
"5778","Pukekohe Ews","20161027:1700",1.25,1,"G","H"
"5779","Pukekohe Ews","20161027:1800",0.67,1,"G","H"
"5780","Pukekohe Ews","20161027:1900",0.35,1,"G","H"
"5781","Pukekohe Ews","20161027:2000",0.1,1,"G","H"
"5782","Pukekohe Ews","20161027:2100",0,1,"G","H"
"5783","Pukekohe Ews","20161027:2200",0,1,"G","H"
"5784","Pukekohe Ews","20161027:2300",0,1,"G","H"
"5785","Pukekohe Ews","20161028:0000",0,1,"G","H"
"5786","Pukekohe Ews","20161028:0100",0,1,"G","H"
"5787","Pukekohe Ews","20161028:0200",0,1,"G","H"
"5788","Pukekohe Ews","20161028:0300",0,1,"G","H"
"5789","Pukekohe Ews","20161028:0400",0,1,"G","H"
"5790","Pukekohe Ews","20161028:0500",0,1,"G","H"
"5791","Pukekohe Ews","20161028:0600",0,1,"G","H"
"5792","Pukekohe Ews","20161028:0700",0.05,1,"G","H"
"5793","Pukekohe Ews","20161028:0800",0.52,1,"G","H"
"5794","Pukekohe Ews","20161028:0900",0.97,1,"G","H"
"5795","Pukekohe Ews","20161028:1000",1.48,1,"G","H"
"5796","Pukekohe Ews","20161028:1100",1.97,1,"G","H"
"5797","Pukekohe Ews","20161028:1200",2.35,1,"G","H"
"5798","Pukekohe Ews","20161028:1300",1.9,1,"G","H"
"5799","Pukekohe Ews","20161028:1400",2.78,1,"G","H"
"5800","Pukekohe Ews","20161028:1500",2.27,1,"G","H"
"5801","Pukekohe Ews","20161028:1600",1.95,1,"G","H"
"5802","Pukekohe Ews","20161028:1700",1.22,1,"G","H"
"5803","Pukekohe Ews","20161028:1800",0.54,1,"G","H"
"5804","Pukekohe Ews","20161028:1900",0.23,1,"G","H"
"5805","Pukekohe Ews","20161028:2000",0.06,1,"G","H"
"5806","Pukekohe Ews","20161028:2100",0,1,"G","H"
"5807","Pukekohe Ews","20161028:2200",0,1,"G","H"
"5808","Pukekohe Ews","20161028:2300",0,1,"G","H"
"5809","Pukekohe Ews","20161029:0000",0,1,"G","H"
"5810","Pukekohe Ews","20161029:0100",0,1,"G","H"
"5811","Pukekohe Ews","20161029:0200",0,1,"G","H"
"5812","Pukekohe Ews","20161029:0300",0,1,"G","H"
"5813","Pukekohe Ews","20161029:0400",0,1,"G","H"
"5814","Pukekohe Ews","20161029:0500",0,1,"G","H"
"5815","Pukekohe Ews","20161029:0600",0,1,"G","H"
"5816","Pukekohe Ews","20161029:0700",0.04,1,"G","H"
"5817","Pukekohe Ews","20161029:0800",0.4,1,"G","H"
"5818","Pukekohe Ews","20161029:0900",1.25,1,"G","H"
"5819","Pukekohe Ews","20161029:1000",1.83,1,"G","H"
"5820","Pukekohe Ews","20161029:1100",2.43,1,"G","H"
"5821","Pukekohe Ews","20161029:1200",2.88,1,"G","H"
"5822","Pukekohe Ews","20161029:1300",2.82,1,"G","H"
"5823","Pukekohe Ews","20161029:1400",2.11,1,"G","H"
"5824","Pukekohe Ews","20161029:1500",1.98,1,"G","H"
"5825","Pukekohe Ews","20161029:1600",1.95,1,"G","H"
"5826","Pukekohe Ews","20161029:1700",1.66,1,"G","H"
"5827","Pukekohe Ews","20161029:1800",0.85,1,"G","H"
"5828","Pukekohe Ews","20161029:1900",0.73,1,"G","H"
"5829","Pukekohe Ews","20161029:2000",0.14,1,"G","H"
"5830","Pukekohe Ews","20161029:2100",0,1,"G","H"
"5831","Pukekohe Ews","20161029:2200",0,1,"G","H"
"5832","Pukekohe Ews","20161029:2300",0,1,"G","H"
"5833","Pukekohe Ews","20161030:0000",0,1,"G","H"
"5834","Pukekohe Ews","20161030:0100",0,1,"G","H"
"5835","Pukekohe Ews","20161030:0200",0,1,"G","H"
"5836","Pukekohe Ews","20161030:0300",0,1,"G","H"
"5837","Pukekohe Ews","20161030:0400",0,1,"G","H"
"5838","Pukekohe Ews","20161030:0500",0,1,"G","H"
"5839","Pukekohe Ews","20161030:0600",0,1,"G","H"
"5840","Pukekohe Ews","20161030:0700",0.04,1,"G","H"
"5841","Pukekohe Ews","20161030:0800",0.61,1,"G","H"
"5842","Pukekohe Ews","20161030:0900",1.3,1,"G","H"
"5843","Pukekohe Ews","20161030:1000",1.6,1,"G","H"
"5844","Pukekohe Ews","20161030:1100",2.53,1,"G","H"
"5845","Pukekohe Ews","20161030:1200",3.03,1,"G","H"
"5846","Pukekohe Ews","20161030:1300",2.16,1,"G","H"
"5847","Pukekohe Ews","20161030:1400",2.14,1,"G","H"
"5848","Pukekohe Ews","20161030:1500",2.43,1,"G","H"
"5849","Pukekohe Ews","20161030:1600",2.55,1,"G","H"
"5850","Pukekohe Ews","20161030:1700",2.13,1,"G","H"
"5851","Pukekohe Ews","20161030:1800",1.44,1,"G","H"
"5852","Pukekohe Ews","20161030:1900",0.74,1,"G","H"
"5853","Pukekohe Ews","20161030:2000",0.14,1,"G","H"
"5854","Pukekohe Ews","20161030:2100",0,1,"G","H"
"5855","Pukekohe Ews","20161030:2200",0,1,"G","H"
"5856","Pukekohe Ews","20161030:2300",0,1,"G","H"
"5857","Pukekohe Ews","20161031:0000",0,1,"G","H"
"5858","Pukekohe Ews","20161031:0100",0,1,"G","H"
"5859","Pukekohe Ews","20161031:0200",0,1,"G","H"
"5860","Pukekohe Ews","20161031:0300",0,1,"G","H"
"5861","Pukekohe Ews","20161031:0400",0,1,"G","H"
"5862","Pukekohe Ews","20161031:0500",0,1,"G","H"
"5863","Pukekohe Ews","20161031:0600",0,1,"G","H"
"5864","Pukekohe Ews","20161031:0700",0.04,1,"G","H"
"5865","Pukekohe Ews","20161031:0800",0.51,1,"G","H"
"5866","Pukekohe Ews","20161031:0900",1.2,1,"G","H"
"5867","Pukekohe Ews","20161031:1000",2,1,"G","H"
"5868","Pukekohe Ews","20161031:1100",2.3,1,"G","H"
"5869","Pukekohe Ews","20161031:1200",2.82,1,"G","H"
"5870","Pukekohe Ews","20161031:1300",2.76,1,"G","H"
"5871","Pukekohe Ews","20161031:1400",0.91,1,"G","H"
"5872","Pukekohe Ews","20161031:1500",0.49,1,"G","H"
"5873","Pukekohe Ews","20161031:1600",0.51,1,"G","H"
"5874","Pukekohe Ews","20161031:1700",0.37,1,"G","H"
"5875","Pukekohe Ews","20161031:1800",1.95,1,"G","H"
"5876","Pukekohe Ews","20161031:1900",0.87,1,"G","H"
"5877","Pukekohe Ews","20161031:2000",0.15,1,"G","H"
"5878","Pukekohe Ews","20161031:2100",0,1,"G","H"
"5879","Pukekohe Ews","20161031:2200",0,1,"G","H"
"5880","Pukekohe Ews","20161031:2300",0,1,"G","H"
"5881","Pukekohe Ews","20161101:0000",0,1,"G","H"
"5882","Pukekohe Ews","20161101:0100",0,1,"G","H"
"5883","Pukekohe Ews","20161101:0200",0,1,"G","H"
"5884","Pukekohe Ews","20161101:0300",0,1,"G","H"
"5885","Pukekohe Ews","20161101:0400",0,1,"G","H"
"5886","Pukekohe Ews","20161101:0500",0,1,"G","H"
"5887","Pukekohe Ews","20161101:0600",0,1,"G","H"
"5888","Pukekohe Ews","20161101:0700",0.04,1,"G","H"
"5889","Pukekohe Ews","20161101:0800",0.63,1,"G","H"
"5890","Pukekohe Ews","20161101:0900",1.12,1,"G","H"
"5891","Pukekohe Ews","20161101:1000",1.8,1,"G","H"
"5892","Pukekohe Ews","20161101:1100",2.78,1,"G","H"
"5893","Pukekohe Ews","20161101:1200",2.9,1,"G","H"
"5894","Pukekohe Ews","20161101:1300",3.32,1,"G","H"
"5895","Pukekohe Ews","20161101:1400",3.55,1,"G","H"
"5896","Pukekohe Ews","20161101:1500",3.02,1,"G","H"
"5897","Pukekohe Ews","20161101:1600",2.83,1,"G","H"
"5898","Pukekohe Ews","20161101:1700",2.19,1,"G","H"
"5899","Pukekohe Ews","20161101:1800",1.04,1,"G","H"
"5900","Pukekohe Ews","20161101:1900",0.33,1,"G","H"
"5901","Pukekohe Ews","20161101:2000",0.07,1,"G","H"
"5902","Pukekohe Ews","20161101:2100",0,1,"G","H"
"5903","Pukekohe Ews","20161101:2200",0,1,"G","H"
"5904","Pukekohe Ews","20161101:2300",0,1,"G","H"
"5905","Pukekohe Ews","20161102:0000",0,1,"G","H"
"5906","Pukekohe Ews","20161102:0100",0,1,"G","H"
"5907","Pukekohe Ews","20161102:0200",0,1,"G","H"
"5908","Pukekohe Ews","20161102:0300",0,1,"G","H"
"5909","Pukekohe Ews","20161102:0400",0,1,"G","H"
"5910","Pukekohe Ews","20161102:0500",0,1,"G","H"
"5911","Pukekohe Ews","20161102:0600",0,1,"G","H"
"5912","Pukekohe Ews","20161102:0700",0.02,1,"G","H"
"5913","Pukekohe Ews","20161102:0800",0.42,1,"G","H"
"5914","Pukekohe Ews","20161102:0900",0.87,1,"G","H"
"5915","Pukekohe Ews","20161102:1000",1.18,1,"G","H"
"5916","Pukekohe Ews","20161102:1100",0.87,1,"G","H"
"5917","Pukekohe Ews","20161102:1200",2.17,1,"G","H"
"5918","Pukekohe Ews","20161102:1300",2.47,1,"G","H"
"5919","Pukekohe Ews","20161102:1400",2.22,1,"G","H"
"5920","Pukekohe Ews","20161102:1500",2,1,"G","H"
"5921","Pukekohe Ews","20161102:1600",1.59,1,"G","H"
"5922","Pukekohe Ews","20161102:1700",1.4,1,"G","H"
"5923","Pukekohe Ews","20161102:1800",0.92,1,"G","H"
"5924","Pukekohe Ews","20161102:1900",0.5,1,"G","H"
"5925","Pukekohe Ews","20161102:2000",0.12,1,"G","H"
"5926","Pukekohe Ews","20161102:2100",0,1,"G","H"
"5927","Pukekohe Ews","20161102:2200",0,1,"G","H"
"5928","Pukekohe Ews","20161102:2300",0,1,"G","H"
"5929","Pukekohe Ews","20161103:0000",0,1,"G","H"
"5930","Pukekohe Ews","20161103:0100",0,1,"G","H"
"5931","Pukekohe Ews","20161103:0200",0,1,"G","H"
"5932","Pukekohe Ews","20161103:0300",0,1,"G","H"
"5933","Pukekohe Ews","20161103:0400",0,1,"G","H"
"5934","Pukekohe Ews","20161103:0500",0,1,"G","H"
"5935","Pukekohe Ews","20161103:0600",0,1,"G","H"
"5936","Pukekohe Ews","20161103:0700",0.11,1,"G","H"
"5937","Pukekohe Ews","20161103:0800",0.7,1,"G","H"
"5938","Pukekohe Ews","20161103:0900",1.55,1,"G","H"
"5939","Pukekohe Ews","20161103:1000",1.99,1,"G","H"
"5940","Pukekohe Ews","20161103:1100",2.22,1,"G","H"
"5941","Pukekohe Ews","20161103:1200",2.59,1,"G","H"
"5942","Pukekohe Ews","20161103:1300",2.77,1,"G","H"
"5943","Pukekohe Ews","20161103:1400",2.71,1,"G","H"
"5944","Pukekohe Ews","20161103:1500",2.94,1,"G","H"
"5945","Pukekohe Ews","20161103:1600",1.77,1,"G","H"
"5946","Pukekohe Ews","20161103:1700",1.36,1,"G","H"
"5947","Pukekohe Ews","20161103:1800",0.82,1,"G","H"
"5948","Pukekohe Ews","20161103:1900",0.67,1,"G","H"
"5949","Pukekohe Ews","20161103:2000",0.13,1,"G","H"
"5950","Pukekohe Ews","20161103:2100",0,1,"G","H"
"5951","Pukekohe Ews","20161103:2200",0,1,"G","H"
"5952","Pukekohe Ews","20161103:2300",0,1,"G","H"
"5953","Pukekohe Ews","20161104:0000",0,1,"G","H"
"5954","Pukekohe Ews","20161104:0100",0,1,"G","H"
"5955","Pukekohe Ews","20161104:0200",0,1,"G","H"
"5956","Pukekohe Ews","20161104:0300",0,1,"G","H"
"5957","Pukekohe Ews","20161104:0400",0,1,"G","H"
"5958","Pukekohe Ews","20161104:0500",0,1,"G","H"
"5959","Pukekohe Ews","20161104:0600",0,1,"G","H"
"5960","Pukekohe Ews","20161104:0700",0.04,1,"G","H"
"5961","Pukekohe Ews","20161104:0800",0.5,1,"G","H"
"5962","Pukekohe Ews","20161104:0900",1.25,1,"G","H"
"5963","Pukekohe Ews","20161104:1000",1.74,1,"G","H"
"5964","Pukekohe Ews","20161104:1100",2.27,1,"G","H"
"5965","Pukekohe Ews","20161104:1200",2.44,1,"G","H"
"5966","Pukekohe Ews","20161104:1300",2.63,1,"G","H"
"5967","Pukekohe Ews","20161104:1400",2.4,1,"G","H"
"5968","Pukekohe Ews","20161104:1500",2.68,1,"G","H"
"5969","Pukekohe Ews","20161104:1600",2.04,1,"G","H"
"5970","Pukekohe Ews","20161104:1700",1.59,1,"G","H"
"5971","Pukekohe Ews","20161104:1800",1.17,1,"G","H"
"5972","Pukekohe Ews","20161104:1900",0.44,1,"G","H"
"5973","Pukekohe Ews","20161104:2000",0.09,1,"G","H"
"5974","Pukekohe Ews","20161104:2100",0,1,"G","H"
"5975","Pukekohe Ews","20161104:2200",0,1,"G","H"
"5976","Pukekohe Ews","20161104:2300",0,1,"G","H"
"5977","Pukekohe Ews","20161105:0000",0,1,"G","H"
"5978","Pukekohe Ews","20161105:0100",0,1,"G","H"
"5979","Pukekohe Ews","20161105:0200",0,1,"G","H"
"5980","Pukekohe Ews","20161105:0300",0,1,"G","H"
"5981","Pukekohe Ews","20161105:0400",0,1,"G","H"
