"","Station","Date.local.","Amount.MJ.m2.","Period.Hrs.","Type","Freq"
"18562","Pukekohe Ews","20180413:1900",0.01,1,"G","H"
"18563","Pukekohe Ews","20180413:2000",0.01,1,"G","H"
"18564","Pukekohe Ews","20180413:2100",0.01,1,"G","H"
"18565","Pukekohe Ews","20180413:2200",0.01,1,"G","H"
"18566","Pukekohe Ews","20180413:2300",0.01,1,"G","H"
"18567","Pukekohe Ews","20180414:0000",0.01,1,"G","H"
"18568","Pukekohe Ews","20180414:0100",0.01,1,"G","H"
"18569","Pukekohe Ews","20180414:0200",0.01,1,"G","H"
"18570","Pukekohe Ews","20180414:0300",0.01,1,"G","H"
"18571","Pukekohe Ews","20180414:0400",0.01,1,"G","H"
"18572","Pukekohe Ews","20180414:0500",0.01,1,"G","H"
"18573","Pukekohe Ews","20180414:0600",0.01,1,"G","H"
"18574","Pukekohe Ews","20180414:0700",0.01,1,"G","H"
"18575","Pukekohe Ews","20180414:0800",0.04,1,"G","H"
"18576","Pukekohe Ews","20180414:0900",0.08,1,"G","H"
"18577","Pukekohe Ews","20180414:1000",0.13,1,"G","H"
"18578","Pukekohe Ews","20180414:1100",0.17,1,"G","H"
"18579","Pukekohe Ews","20180414:1200",0.09,1,"G","H"
"18580","Pukekohe Ews","20180414:1300",0.19,1,"G","H"
"18581","Pukekohe Ews","20180414:1400",0.66,1,"G","H"
"18582","Pukekohe Ews","20180414:1500",1.19,1,"G","H"
"18583","Pukekohe Ews","20180414:1600",0.79,1,"G","H"
"18584","Pukekohe Ews","20180414:1700",0.51,1,"G","H"
"18585","Pukekohe Ews","20180414:1800",0.11,1,"G","H"
"18586","Pukekohe Ews","20180414:1900",0.01,1,"G","H"
"18587","Pukekohe Ews","20180414:2000",0.01,1,"G","H"
"18588","Pukekohe Ews","20180414:2100",0.01,1,"G","H"
"18589","Pukekohe Ews","20180414:2200",0.01,1,"G","H"
"18590","Pukekohe Ews","20180414:2300",0.01,1,"G","H"
"18591","Pukekohe Ews","20180415:0000",0.01,1,"G","H"
"18592","Pukekohe Ews","20180415:0100",0.01,1,"G","H"
"18593","Pukekohe Ews","20180415:0200",0.01,1,"G","H"
"18594","Pukekohe Ews","20180415:0300",0.01,1,"G","H"
"18595","Pukekohe Ews","20180415:0400",0.01,1,"G","H"
"18596","Pukekohe Ews","20180415:0500",0.01,1,"G","H"
"18597","Pukekohe Ews","20180415:0600",0.01,1,"G","H"
"18598","Pukekohe Ews","20180415:0700",0.01,1,"G","H"
"18599","Pukekohe Ews","20180415:0800",0.1,1,"G","H"
"18600","Pukekohe Ews","20180415:0900",0.28,1,"G","H"
"18601","Pukekohe Ews","20180415:1000",0.58,1,"G","H"
"18602","Pukekohe Ews","20180415:1100",0.4,1,"G","H"
"18603","Pukekohe Ews","20180415:1200",0.86,1,"G","H"
"18604","Pukekohe Ews","20180415:1300",0.99,1,"G","H"
"18605","Pukekohe Ews","20180415:1400",1.04,1,"G","H"
"18606","Pukekohe Ews","20180415:1500",0.65,1,"G","H"
"18607","Pukekohe Ews","20180415:1600",0.54,1,"G","H"
"18608","Pukekohe Ews","20180415:1700",0.37,1,"G","H"
"18609","Pukekohe Ews","20180415:1800",0.1,1,"G","H"
"18610","Pukekohe Ews","20180415:1900",0.01,1,"G","H"
"18611","Pukekohe Ews","20180415:2000",0.01,1,"G","H"
"18612","Pukekohe Ews","20180415:2100",0.01,1,"G","H"
"18613","Pukekohe Ews","20180415:2200",0.01,1,"G","H"
"18614","Pukekohe Ews","20180415:2300",0.01,1,"G","H"
"18615","Pukekohe Ews","20180416:0000",0.01,1,"G","H"
"18616","Pukekohe Ews","20180416:0100",0.01,1,"G","H"
"18617","Pukekohe Ews","20180416:0200",0.01,1,"G","H"
"18618","Pukekohe Ews","20180416:0300",0.01,1,"G","H"
"18619","Pukekohe Ews","20180416:0400",0.01,1,"G","H"
"18620","Pukekohe Ews","20180416:0500",0.01,1,"G","H"
"18621","Pukekohe Ews","20180416:0600",0.01,1,"G","H"
"18622","Pukekohe Ews","20180416:0700",0.01,1,"G","H"
"18623","Pukekohe Ews","20180416:0800",0.08,1,"G","H"
"18624","Pukekohe Ews","20180416:0900",0.17,1,"G","H"
"18625","Pukekohe Ews","20180416:1000",0.4,1,"G","H"
"18626","Pukekohe Ews","20180416:1100",0.32,1,"G","H"
"18627","Pukekohe Ews","20180416:1200",1.03,1,"G","H"
"18628","Pukekohe Ews","20180416:1300",1.37,1,"G","H"
"18629","Pukekohe Ews","20180416:1400",1.39,1,"G","H"
"18630","Pukekohe Ews","20180416:1500",1.32,1,"G","H"
"18631","Pukekohe Ews","20180416:1600",1.29,1,"G","H"
"18632","Pukekohe Ews","20180416:1700",0.52,1,"G","H"
"18633","Pukekohe Ews","20180416:1800",0.1,1,"G","H"
"18634","Pukekohe Ews","20180416:1900",0.01,1,"G","H"
"18635","Pukekohe Ews","20180416:2000",0.01,1,"G","H"
"18636","Pukekohe Ews","20180416:2100",0.01,1,"G","H"
"18637","Pukekohe Ews","20180416:2200",0.01,1,"G","H"
"18638","Pukekohe Ews","20180416:2300",0.01,1,"G","H"
"18639","Pukekohe Ews","20180417:0000",0.01,1,"G","H"
"18640","Pukekohe Ews","20180417:0100",0.01,1,"G","H"
"18641","Pukekohe Ews","20180417:0200",0.01,1,"G","H"
"18642","Pukekohe Ews","20180417:0300",0.01,1,"G","H"
"18643","Pukekohe Ews","20180417:0400",0.01,1,"G","H"
"18644","Pukekohe Ews","20180417:0500",0.01,1,"G","H"
"18645","Pukekohe Ews","20180417:0600",0.01,1,"G","H"
"18646","Pukekohe Ews","20180417:0700",0.01,1,"G","H"
"18647","Pukekohe Ews","20180417:0800",0.29,1,"G","H"
"18648","Pukekohe Ews","20180417:0900",0.91,1,"G","H"
"18649","Pukekohe Ews","20180417:1000",1.5,1,"G","H"
"18650","Pukekohe Ews","20180417:1100",1.95,1,"G","H"
"18651","Pukekohe Ews","20180417:1200",2.12,1,"G","H"
"18652","Pukekohe Ews","20180417:1300",2.12,1,"G","H"
"18653","Pukekohe Ews","20180417:1400",1.33,1,"G","H"
"18654","Pukekohe Ews","20180417:1500",0.42,1,"G","H"
"18655","Pukekohe Ews","20180417:1600",0.18,1,"G","H"
"18656","Pukekohe Ews","20180417:1700",0.24,1,"G","H"
"18657","Pukekohe Ews","20180417:1800",0.08,1,"G","H"
"18658","Pukekohe Ews","20180417:1900",0.01,1,"G","H"
"18659","Pukekohe Ews","20180417:2000",0.01,1,"G","H"
"18660","Pukekohe Ews","20180417:2100",0.01,1,"G","H"
"18661","Pukekohe Ews","20180417:2200",0.01,1,"G","H"
"18662","Pukekohe Ews","20180417:2300",0.01,1,"G","H"
"18663","Pukekohe Ews","20180418:0000",0.01,1,"G","H"
"18664","Pukekohe Ews","20180418:0100",0.01,1,"G","H"
"18665","Pukekohe Ews","20180418:0200",0.01,1,"G","H"
"18666","Pukekohe Ews","20180418:0300",0.01,1,"G","H"
"18667","Pukekohe Ews","20180418:0400",0.01,1,"G","H"
"18668","Pukekohe Ews","20180418:0500",0.01,1,"G","H"
"18669","Pukekohe Ews","20180418:0600",0.01,1,"G","H"
"18670","Pukekohe Ews","20180418:0700",0.01,1,"G","H"
"18671","Pukekohe Ews","20180418:0800",0.2,1,"G","H"
"18672","Pukekohe Ews","20180418:0900",0.34,1,"G","H"
"18673","Pukekohe Ews","20180418:1000",1.09,1,"G","H"
"18674","Pukekohe Ews","20180418:1100",1.86,1,"G","H"
"18675","Pukekohe Ews","20180418:1200",1.72,1,"G","H"
"18676","Pukekohe Ews","20180418:1300",1.13,1,"G","H"
"18677","Pukekohe Ews","20180418:1400",1.87,1,"G","H"
"18678","Pukekohe Ews","20180418:1500",1.68,1,"G","H"
"18679","Pukekohe Ews","20180418:1600",0.92,1,"G","H"
"18680","Pukekohe Ews","20180418:1700",0.52,1,"G","H"
"18681","Pukekohe Ews","20180418:1800",0.09,1,"G","H"
"18682","Pukekohe Ews","20180418:1900",0.01,1,"G","H"
"18683","Pukekohe Ews","20180418:2000",0.01,1,"G","H"
"18684","Pukekohe Ews","20180418:2100",0.01,1,"G","H"
"18685","Pukekohe Ews","20180418:2200",0.01,1,"G","H"
"18686","Pukekohe Ews","20180418:2300",0.01,1,"G","H"
"18687","Pukekohe Ews","20180419:0000",0.01,1,"G","H"
"18688","Pukekohe Ews","20180419:0100",0.01,1,"G","H"
"18689","Pukekohe Ews","20180419:0200",0.01,1,"G","H"
"18690","Pukekohe Ews","20180419:0300",0.01,1,"G","H"
"18691","Pukekohe Ews","20180419:0400",0.01,1,"G","H"
"18692","Pukekohe Ews","20180419:0500",0.01,1,"G","H"
"18693","Pukekohe Ews","20180419:0600",0.01,1,"G","H"
"18694","Pukekohe Ews","20180419:0700",0.01,1,"G","H"
"18695","Pukekohe Ews","20180419:0800",0.16,1,"G","H"
"18696","Pukekohe Ews","20180419:0900",0.88,1,"G","H"
"18697","Pukekohe Ews","20180419:1000",0.75,1,"G","H"
"18698","Pukekohe Ews","20180419:1100",1.78,1,"G","H"
"18699","Pukekohe Ews","20180419:1200",1.71,1,"G","H"
"18700","Pukekohe Ews","20180419:1300",1.99,1,"G","H"
"18701","Pukekohe Ews","20180419:1400",1.29,1,"G","H"
"18702","Pukekohe Ews","20180419:1500",0.99,1,"G","H"
"18703","Pukekohe Ews","20180419:1600",0.55,1,"G","H"
"18704","Pukekohe Ews","20180419:1700",0.29,1,"G","H"
"18705","Pukekohe Ews","20180419:1800",0.12,1,"G","H"
"18706","Pukekohe Ews","20180419:1900",0.01,1,"G","H"
"18707","Pukekohe Ews","20180419:2000",0.01,1,"G","H"
"18708","Pukekohe Ews","20180419:2100",0.01,1,"G","H"
"18709","Pukekohe Ews","20180419:2200",0.01,1,"G","H"
"18710","Pukekohe Ews","20180419:2300",0.01,1,"G","H"
"18711","Pukekohe Ews","20180420:0000",0.01,1,"G","H"
"18712","Pukekohe Ews","20180420:0100",0.01,1,"G","H"
"18713","Pukekohe Ews","20180420:0200",0.01,1,"G","H"
"18714","Pukekohe Ews","20180420:0300",0.01,1,"G","H"
"18715","Pukekohe Ews","20180420:0400",0.01,1,"G","H"
"18716","Pukekohe Ews","20180420:0500",0.01,1,"G","H"
"18717","Pukekohe Ews","20180420:0600",0.01,1,"G","H"
"18718","Pukekohe Ews","20180420:0700",0.01,1,"G","H"
"18719","Pukekohe Ews","20180420:0800",0.14,1,"G","H"
"18720","Pukekohe Ews","20180420:0900",0.67,1,"G","H"
"18721","Pukekohe Ews","20180420:1000",1.25,1,"G","H"
"18722","Pukekohe Ews","20180420:1100",1.11,1,"G","H"
"18723","Pukekohe Ews","20180420:1200",1.51,1,"G","H"
"18724","Pukekohe Ews","20180420:1300",1.74,1,"G","H"
"18725","Pukekohe Ews","20180420:1400",1.93,1,"G","H"
"18726","Pukekohe Ews","20180420:1500",1.28,1,"G","H"
"18727","Pukekohe Ews","20180420:1600",1.18,1,"G","H"
"18728","Pukekohe Ews","20180420:1700",0.7,1,"G","H"
"18729","Pukekohe Ews","20180420:1800",0.12,1,"G","H"
"18730","Pukekohe Ews","20180420:1900",0.01,1,"G","H"
"18731","Pukekohe Ews","20180420:2000",0.01,1,"G","H"
"18732","Pukekohe Ews","20180420:2100",0.01,1,"G","H"
"18733","Pukekohe Ews","20180420:2200",0.01,1,"G","H"
"18734","Pukekohe Ews","20180420:2300",0.01,1,"G","H"
"18735","Pukekohe Ews","20180421:0000",0.01,1,"G","H"
"18736","Pukekohe Ews","20180421:0100",0.01,1,"G","H"
"18737","Pukekohe Ews","20180421:0200",0.01,1,"G","H"
"18738","Pukekohe Ews","20180421:0300",0.01,1,"G","H"
"18739","Pukekohe Ews","20180421:0400",0.01,1,"G","H"
"18740","Pukekohe Ews","20180421:0500",0.01,1,"G","H"
"18741","Pukekohe Ews","20180421:0600",0.01,1,"G","H"
"18742","Pukekohe Ews","20180421:0700",0.01,1,"G","H"
"18743","Pukekohe Ews","20180421:0800",0.19,1,"G","H"
"18744","Pukekohe Ews","20180421:0900",0.67,1,"G","H"
"18745","Pukekohe Ews","20180421:1000",0.66,1,"G","H"
"18746","Pukekohe Ews","20180421:1100",1.46,1,"G","H"
"18747","Pukekohe Ews","20180421:1200",1.35,1,"G","H"
"18748","Pukekohe Ews","20180421:1300",1.46,1,"G","H"
"18749","Pukekohe Ews","20180421:1400",0.77,1,"G","H"
"18750","Pukekohe Ews","20180421:1500",0.67,1,"G","H"
"18751","Pukekohe Ews","20180421:1600",0.37,1,"G","H"
"18752","Pukekohe Ews","20180421:1700",0.6,1,"G","H"
"18753","Pukekohe Ews","20180421:1800",0.08,1,"G","H"
"18754","Pukekohe Ews","20180421:1900",0.01,1,"G","H"
"18755","Pukekohe Ews","20180421:2000",0.01,1,"G","H"
"18756","Pukekohe Ews","20180421:2100",0.01,1,"G","H"
"18757","Pukekohe Ews","20180421:2200",0.01,1,"G","H"
"18758","Pukekohe Ews","20180421:2300",0.01,1,"G","H"
"18759","Pukekohe Ews","20180422:0000",0.01,1,"G","H"
"18760","Pukekohe Ews","20180422:0100",0.01,1,"G","H"
"18761","Pukekohe Ews","20180422:0200",0.01,1,"G","H"
"18762","Pukekohe Ews","20180422:0300",0.01,1,"G","H"
"18763","Pukekohe Ews","20180422:0400",0.01,1,"G","H"
"18764","Pukekohe Ews","20180422:0500",0.01,1,"G","H"
"18765","Pukekohe Ews","20180422:0600",0.01,1,"G","H"
"18766","Pukekohe Ews","20180422:0700",0.01,1,"G","H"
"18767","Pukekohe Ews","20180422:0800",0.17,1,"G","H"
"18768","Pukekohe Ews","20180422:0900",0.43,1,"G","H"
"18769","Pukekohe Ews","20180422:1000",0.83,1,"G","H"
"18770","Pukekohe Ews","20180422:1100",1.42,1,"G","H"
"18771","Pukekohe Ews","20180422:1200",1.87,1,"G","H"
"18772","Pukekohe Ews","20180422:1300",1.98,1,"G","H"
"18773","Pukekohe Ews","20180422:1400",1.8,1,"G","H"
"18774","Pukekohe Ews","20180422:1500",1.66,1,"G","H"
"18775","Pukekohe Ews","20180422:1600",0.79,1,"G","H"
"18776","Pukekohe Ews","20180422:1700",0.52,1,"G","H"
"18777","Pukekohe Ews","20180422:1800",0.09,1,"G","H"
"18778","Pukekohe Ews","20180422:1900",0.01,1,"G","H"
"18779","Pukekohe Ews","20180422:2000",0.01,1,"G","H"
"18780","Pukekohe Ews","20180422:2100",0.01,1,"G","H"
"18781","Pukekohe Ews","20180422:2200",0.01,1,"G","H"
"18782","Pukekohe Ews","20180422:2300",0.01,1,"G","H"
"18783","Pukekohe Ews","20180423:0000",0.01,1,"G","H"
"18784","Pukekohe Ews","20180423:0100",0.01,1,"G","H"
"18785","Pukekohe Ews","20180423:0200",0.01,1,"G","H"
"18786","Pukekohe Ews","20180423:0300",0.01,1,"G","H"
"18787","Pukekohe Ews","20180423:0400",0.01,1,"G","H"
"18788","Pukekohe Ews","20180423:0500",0.01,1,"G","H"
"18789","Pukekohe Ews","20180423:0600",0.01,1,"G","H"
"18790","Pukekohe Ews","20180423:0700",0.01,1,"G","H"
"18791","Pukekohe Ews","20180423:0800",0.08,1,"G","H"
"18792","Pukekohe Ews","20180423:0900",0.29,1,"G","H"
"18793","Pukekohe Ews","20180423:1000",0.45,1,"G","H"
"18794","Pukekohe Ews","20180423:1100",0.81,1,"G","H"
"18795","Pukekohe Ews","20180423:1200",1.02,1,"G","H"
"18796","Pukekohe Ews","20180423:1300",0.88,1,"G","H"
"18797","Pukekohe Ews","20180423:1400",1.01,1,"G","H"
"18798","Pukekohe Ews","20180423:1500",1.77,1,"G","H"
"18799","Pukekohe Ews","20180423:1600",0.65,1,"G","H"
"18800","Pukekohe Ews","20180423:1700",0.22,1,"G","H"
"18801","Pukekohe Ews","20180423:1800",0.04,1,"G","H"
"18802","Pukekohe Ews","20180423:1900",0.01,1,"G","H"
"18803","Pukekohe Ews","20180423:2000",0.01,1,"G","H"
"18804","Pukekohe Ews","20180423:2100",0.01,1,"G","H"
"18805","Pukekohe Ews","20180423:2200",0.01,1,"G","H"
"18806","Pukekohe Ews","20180423:2300",0.01,1,"G","H"
"18807","Pukekohe Ews","20180424:0000",0.01,1,"G","H"
"18808","Pukekohe Ews","20180424:0100",0.01,1,"G","H"
"18809","Pukekohe Ews","20180424:0200",0.01,1,"G","H"
"18810","Pukekohe Ews","20180424:0300",0.01,1,"G","H"
"18811","Pukekohe Ews","20180424:0400",0.01,1,"G","H"
"18812","Pukekohe Ews","20180424:0500",0.01,1,"G","H"
"18813","Pukekohe Ews","20180424:0600",0.01,1,"G","H"
"18814","Pukekohe Ews","20180424:0700",0.01,1,"G","H"
"18815","Pukekohe Ews","20180424:0800",0.13,1,"G","H"
"18816","Pukekohe Ews","20180424:0900",0.4,1,"G","H"
"18817","Pukekohe Ews","20180424:1000",1.15,1,"G","H"
"18818","Pukekohe Ews","20180424:1100",1.63,1,"G","H"
"18819","Pukekohe Ews","20180424:1200",0.76,1,"G","H"
"18820","Pukekohe Ews","20180424:1300",0.62,1,"G","H"
"18821","Pukekohe Ews","20180424:1400",0.97,1,"G","H"
"18822","Pukekohe Ews","20180424:1500",0.69,1,"G","H"
"18823","Pukekohe Ews","20180424:1600",0.36,1,"G","H"
"18824","Pukekohe Ews","20180424:1700",0.42,1,"G","H"
"18825","Pukekohe Ews","20180424:1800",0.06,1,"G","H"
"18826","Pukekohe Ews","20180424:1900",0.01,1,"G","H"
"18827","Pukekohe Ews","20180424:2000",0.01,1,"G","H"
"18828","Pukekohe Ews","20180424:2100",0.01,1,"G","H"
"18829","Pukekohe Ews","20180424:2200",0.01,1,"G","H"
"18830","Pukekohe Ews","20180424:2300",0.01,1,"G","H"
"18831","Pukekohe Ews","20180425:0000",0.01,1,"G","H"
"18832","Pukekohe Ews","20180425:0100",0.01,1,"G","H"
"18833","Pukekohe Ews","20180425:0200",0.01,1,"G","H"
"18834","Pukekohe Ews","20180425:0300",0.01,1,"G","H"
"18835","Pukekohe Ews","20180425:0400",0.01,1,"G","H"
"18836","Pukekohe Ews","20180425:0500",0.01,1,"G","H"
"18837","Pukekohe Ews","20180425:0600",0.01,1,"G","H"
"18838","Pukekohe Ews","20180425:0700",0.01,1,"G","H"
"18839","Pukekohe Ews","20180425:0800",0.29,1,"G","H"
"18840","Pukekohe Ews","20180425:0900",0.89,1,"G","H"
"18841","Pukekohe Ews","20180425:1000",1.23,1,"G","H"
"18842","Pukekohe Ews","20180425:1100",1.61,1,"G","H"
"18843","Pukekohe Ews","20180425:1200",2.23,1,"G","H"
"18844","Pukekohe Ews","20180425:1300",2.1,1,"G","H"
"18845","Pukekohe Ews","20180425:1400",1.97,1,"G","H"
"18846","Pukekohe Ews","20180425:1500",1.72,1,"G","H"
"18847","Pukekohe Ews","20180425:1600",1.36,1,"G","H"
"18848","Pukekohe Ews","20180425:1700",0.58,1,"G","H"
"18849","Pukekohe Ews","20180425:1800",0.08,1,"G","H"
"18850","Pukekohe Ews","20180425:1900",0.01,1,"G","H"
"18851","Pukekohe Ews","20180425:2000",0.01,1,"G","H"
"18852","Pukekohe Ews","20180425:2100",0.01,1,"G","H"
"18853","Pukekohe Ews","20180425:2200",0.01,1,"G","H"
"18854","Pukekohe Ews","20180425:2300",0.01,1,"G","H"
"18855","Pukekohe Ews","20180426:0000",0.01,1,"G","H"
"18856","Pukekohe Ews","20180426:0100",0.01,1,"G","H"
"18857","Pukekohe Ews","20180426:0200",0.01,1,"G","H"
"18858","Pukekohe Ews","20180426:0300",0.01,1,"G","H"
"18859","Pukekohe Ews","20180426:0400",0.01,1,"G","H"
"18860","Pukekohe Ews","20180426:0500",0.01,1,"G","H"
"18861","Pukekohe Ews","20180426:0600",0.01,1,"G","H"
"18862","Pukekohe Ews","20180426:0700",0.01,1,"G","H"
"18863","Pukekohe Ews","20180426:0800",0.26,1,"G","H"
"18864","Pukekohe Ews","20180426:0900",0.84,1,"G","H"
"18865","Pukekohe Ews","20180426:1000",0.76,1,"G","H"
"18866","Pukekohe Ews","20180426:1100",0.43,1,"G","H"
"18867","Pukekohe Ews","20180426:1200",1.35,1,"G","H"
"18868","Pukekohe Ews","20180426:1300",1.41,1,"G","H"
"18869","Pukekohe Ews","20180426:1400",0.85,1,"G","H"
"18870","Pukekohe Ews","20180426:1500",0.84,1,"G","H"
"18871","Pukekohe Ews","20180426:1600",1.26,1,"G","H"
"18872","Pukekohe Ews","20180426:1700",0.54,1,"G","H"
"18873","Pukekohe Ews","20180426:1800",0.04,1,"G","H"
"18874","Pukekohe Ews","20180426:1900",0.01,1,"G","H"
"18875","Pukekohe Ews","20180426:2000",0.01,1,"G","H"
"18876","Pukekohe Ews","20180426:2100",0.01,1,"G","H"
"18877","Pukekohe Ews","20180426:2200",0.01,1,"G","H"
"18878","Pukekohe Ews","20180426:2300",0.01,1,"G","H"
"18879","Pukekohe Ews","20180427:0000",0.01,1,"G","H"
"18880","Pukekohe Ews","20180427:0100",0.01,1,"G","H"
"18881","Pukekohe Ews","20180427:0200",0.01,1,"G","H"
"18882","Pukekohe Ews","20180427:0300",0.01,1,"G","H"
"18883","Pukekohe Ews","20180427:0400",0.01,1,"G","H"
"18884","Pukekohe Ews","20180427:0500",0.01,1,"G","H"
"18885","Pukekohe Ews","20180427:0600",0.01,1,"G","H"
"18886","Pukekohe Ews","20180427:0700",0.01,1,"G","H"
"18887","Pukekohe Ews","20180427:0800",0.21,1,"G","H"
"18888","Pukekohe Ews","20180427:0900",0.36,1,"G","H"
"18889","Pukekohe Ews","20180427:1000",0.46,1,"G","H"
"18890","Pukekohe Ews","20180427:1100",0.81,1,"G","H"
"18891","Pukekohe Ews","20180427:1200",1.34,1,"G","H"
"18892","Pukekohe Ews","20180427:1300",1.34,1,"G","H"
"18893","Pukekohe Ews","20180427:1400",0.64,1,"G","H"
"18894","Pukekohe Ews","20180427:1500",1.08,1,"G","H"
"18895","Pukekohe Ews","20180427:1600",0.4,1,"G","H"
"18896","Pukekohe Ews","20180427:1700",0.33,1,"G","H"
"18897","Pukekohe Ews","20180427:1800",0.04,1,"G","H"
"18898","Pukekohe Ews","20180427:1900",0.01,1,"G","H"
"18899","Pukekohe Ews","20180427:2000",0.01,1,"G","H"
"18900","Pukekohe Ews","20180427:2100",0.01,1,"G","H"
"18901","Pukekohe Ews","20180427:2200",0.01,1,"G","H"
"18902","Pukekohe Ews","20180427:2300",0.01,1,"G","H"
"18903","Pukekohe Ews","20180428:0000",0.01,1,"G","H"
"18904","Pukekohe Ews","20180428:0100",0.01,1,"G","H"
"18905","Pukekohe Ews","20180428:0200",0.01,1,"G","H"
"18906","Pukekohe Ews","20180428:0300",0.01,1,"G","H"
"18907","Pukekohe Ews","20180428:0400",0.01,1,"G","H"
"18908","Pukekohe Ews","20180428:0500",0.01,1,"G","H"
"18909","Pukekohe Ews","20180428:0600",0.01,1,"G","H"
"18910","Pukekohe Ews","20180428:0700",0.01,1,"G","H"
"18911","Pukekohe Ews","20180428:0800",0.04,1,"G","H"
"18912","Pukekohe Ews","20180428:0900",0.11,1,"G","H"
"18913","Pukekohe Ews","20180428:1000",0.2,1,"G","H"
"18914","Pukekohe Ews","20180428:1100",0.44,1,"G","H"
"18915","Pukekohe Ews","20180428:1200",0.58,1,"G","H"
"18916","Pukekohe Ews","20180428:1300",0.57,1,"G","H"
"18917","Pukekohe Ews","20180428:1400",0.33,1,"G","H"
"18918","Pukekohe Ews","20180428:1500",0.2,1,"G","H"
"18919","Pukekohe Ews","20180428:1600",0.11,1,"G","H"
"18920","Pukekohe Ews","20180428:1700",0.07,1,"G","H"
"18921","Pukekohe Ews","20180428:1800",0.04,1,"G","H"
"18922","Pukekohe Ews","20180428:1900",0.01,1,"G","H"
"18923","Pukekohe Ews","20180428:2000",0.01,1,"G","H"
"18924","Pukekohe Ews","20180428:2100",0.01,1,"G","H"
"18925","Pukekohe Ews","20180428:2200",0.01,1,"G","H"
"18926","Pukekohe Ews","20180428:2300",0.01,1,"G","H"
"18927","Pukekohe Ews","20180429:0000",0.01,1,"G","H"
"18928","Pukekohe Ews","20180429:0100",0.01,1,"G","H"
"18929","Pukekohe Ews","20180429:0200",0.01,1,"G","H"
"18930","Pukekohe Ews","20180429:0300",0.01,1,"G","H"
"18931","Pukekohe Ews","20180429:0400",0.01,1,"G","H"
"18932","Pukekohe Ews","20180429:0500",0.01,1,"G","H"
"18933","Pukekohe Ews","20180429:0600",0.01,1,"G","H"
"18934","Pukekohe Ews","20180429:0700",0.01,1,"G","H"
"18935","Pukekohe Ews","20180429:0800",0.16,1,"G","H"
"18936","Pukekohe Ews","20180429:0900",0.31,1,"G","H"
"18937","Pukekohe Ews","20180429:1000",0.75,1,"G","H"
"18938","Pukekohe Ews","20180429:1100",1.22,1,"G","H"
"18939","Pukekohe Ews","20180429:1200",0.82,1,"G","H"
"18940","Pukekohe Ews","20180429:1300",0.79,1,"G","H"
"18941","Pukekohe Ews","20180429:1400",0.94,1,"G","H"
"18942","Pukekohe Ews","20180429:1500",0.95,1,"G","H"
"18943","Pukekohe Ews","20180429:1600",0.58,1,"G","H"
"18944","Pukekohe Ews","20180429:1700",0.33,1,"G","H"
"18945","Pukekohe Ews","20180429:1800",0.05,1,"G","H"
"18946","Pukekohe Ews","20180429:1900",0.01,1,"G","H"
"18947","Pukekohe Ews","20180429:2000",0.01,1,"G","H"
"18948","Pukekohe Ews","20180429:2100",0.01,1,"G","H"
"18949","Pukekohe Ews","20180429:2200",0.01,1,"G","H"
"18950","Pukekohe Ews","20180429:2300",0.01,1,"G","H"
"18951","Pukekohe Ews","20180430:0000",0.01,1,"G","H"
"18952","Pukekohe Ews","20180430:0100",0.01,1,"G","H"
"18953","Pukekohe Ews","20180430:0200",0.01,1,"G","H"
"18954","Pukekohe Ews","20180430:0300",0.01,1,"G","H"
"18955","Pukekohe Ews","20180430:0400",0.01,1,"G","H"
"18956","Pukekohe Ews","20180430:0500",0.01,1,"G","H"
"18957","Pukekohe Ews","20180430:0600",0.01,1,"G","H"
"18958","Pukekohe Ews","20180430:0700",0.01,1,"G","H"
"18959","Pukekohe Ews","20180430:0800",0.12,1,"G","H"
"18960","Pukekohe Ews","20180430:0900",0.55,1,"G","H"
"18961","Pukekohe Ews","20180430:1000",1.07,1,"G","H"
"18962","Pukekohe Ews","20180430:1100",0.82,1,"G","H"
"18963","Pukekohe Ews","20180430:1200",1.03,1,"G","H"
"18964","Pukekohe Ews","20180430:1300",1.23,1,"G","H"
"18965","Pukekohe Ews","20180430:1400",0.66,1,"G","H"
"18966","Pukekohe Ews","20180430:1500",0.49,1,"G","H"
"18967","Pukekohe Ews","20180430:1600",0.23,1,"G","H"
"18968","Pukekohe Ews","20180430:1700",0.13,1,"G","H"
"18969","Pukekohe Ews","20180430:1800",0.03,1,"G","H"
"18970","Pukekohe Ews","20180430:1900",0.01,1,"G","H"
"18971","Pukekohe Ews","20180430:2000",0.01,1,"G","H"
"18972","Pukekohe Ews","20180430:2100",0.01,1,"G","H"
"18973","Pukekohe Ews","20180430:2200",0.01,1,"G","H"
"18974","Pukekohe Ews","20180430:2300",0.01,1,"G","H"
"18975","Pukekohe Ews","20180501:0000",0.01,1,"G","H"
"18976","Pukekohe Ews","20180501:0100",0.01,1,"G","H"
"18977","Pukekohe Ews","20180501:0200",0.01,1,"G","H"
"18978","Pukekohe Ews","20180501:0300",0.01,1,"G","H"
"18979","Pukekohe Ews","20180501:0400",0.01,1,"G","H"
"18980","Pukekohe Ews","20180501:0500",0.01,1,"G","H"
"18981","Pukekohe Ews","20180501:0600",0.01,1,"G","H"
"18982","Pukekohe Ews","20180501:0700",0.01,1,"G","H"
"18983","Pukekohe Ews","20180501:0800",0.06,1,"G","H"
"18984","Pukekohe Ews","20180501:0900",0.26,1,"G","H"
