7473.467374998598,7346.004797703294,7085.266077621622,6927.046840819062,6731.385833730182,6282.176026251811,6065.110582938299,6145.341046251934,5955.9330086115615,5490.287297266172,9316.89629866749,8507.20989542072,7573.962632898765,7336.266065336762,7164.257253450744,6660.533499066891,6485.385435824593,6187.3520101844715,5721.18101611467,5321.524434119847,10267.479530353805,9765.650812467984,9226.39369438432,8567.179402998467,8012.551436151648,7562.602985986289,7201.415037795814,6814.859118199459,6361.152945027123,5842.347547575293,9558.725530001842,8714.677518768163,7817.748280318122,7203.441493361548,6821.550624417403,6496.243873133266,6159.335026079501,6049.590913127423,5765.183226715845,5311.057757701794
7445.845176331715,7174.069320828385,6911.090780250056,6905.456957115871,6524.599819238999,6326.27035489652,5990.775665574639,5825.121295681867,5534.925675375985,5064.618319815617,9302.275035256967,8547.235679942212,7687.105864564598,7344.871114270263,7041.052492333564,6641.628510335661,6497.578592454251,5963.242250810141,5518.077212084859,4949.91534000113,9991.930100831298,9351.454157670449,8852.984482330903,8423.436512188493,7974.17942210114,7546.438898868568,7035.5360375148575,6513.724433322901,5938.691989991009,5395.026148431948,9227.450222730382,8222.361725653833,7379.650963881243,7031.222012716745,6731.527341550775,6325.896473669199,5903.703448403149,5537.589402099189,5178.412890412606,4766.817332940614
7297.925681304658,6958.942934278417,6817.42941592362,6742.404557670251,6357.065883061133,6094.365252101751,5851.065313668644,5681.513174575539,5507.590841291873,5060.5697693250995,9417.986642655735,8702.92232386595,7812.113368544492,7542.95243161251,7025.972784748863,6805.299833823364,6465.622889396682,6036.241281040392,5607.939666966893,4973.846203353349,10150.572871973567,9484.83222919401,8917.70997233922,8359.507682870239,7949.204125243228,7445.407782595177,6958.232127191097,6483.276380389443,5985.450371530219,5384.238333162346,9394.091333117756,8315.756332392095,7437.1320976808165,7007.050219144941,6509.884158835778,6198.678649688326,6006.142521151664,5608.576016627655,5315.363207576615,4828.397201982837
7203.641902128141,6895.319554741654,6674.310161880593,6607.012894918294,6182.310660532778,6011.946568271077,5681.239360592722,5474.6005689908625,5049.717171989025,4602.934887154645,9055.846065311418,7910.149095567595,7543.756394295961,7099.298909342295,6639.559720130696,6346.293326023221,5947.966249190547,5515.695470757902,5052.287430792239,4416.867539688565,9892.291978747837,9214.110925785477,8658.30557801428,8209.406605122818,7751.731360365342,7265.912315557172,6708.858244676217,6099.755136825261,5550.519299780823,4958.722673196367,8823.509358142144,7667.495109832087,7190.474745110647,6565.651542283226,6384.634092294294,5926.884684991774,5428.841055074863,5137.511721250607,4657.8073301597005,4194.521391354209
7382.004177507661,7207.254584044179,6922.299291374191,6912.773143409964,6654.2223537370555,6190.578575527899,6067.058281014007,5847.884682921042,5471.800752488634,5140.066172793537,9290.514908632595,8494.55702859518,7622.153316011226,7448.450819520208,7195.080593084998,6700.043178388436,6427.052383284622,6111.214825308068,5594.45261742744,5018.456452692523,10002.03944032879,9326.128687122435,8673.565650465453,8206.924291295805,7666.352548376081,7108.497141228876,6761.011035122281,6283.60888675776,5806.611890856797,5257.402236202855,9232.78921633512,8180.221296477898,7427.100580193916,7062.120704335363,6556.9969070957795,6113.727859832826,5837.586965052898,5612.086774466296,5304.931634791887,4860.883080057856
7248.947343525248,6972.157986709474,6888.617925684948,6587.050118762274,6138.055549429496,5985.918105059124,5598.925478711235,5292.236236579526,4999.113179819965,4507.846041562663,8980.481953220957,7814.957462368752,7479.646769030969,7323.345516204205,6735.72683049206,6439.643646839944,6106.265347278959,5601.306395322962,5167.631750817801,4528.13171719406,9873.0313493056,9134.843379886952,8605.18511114254,8200.652345590393,7715.249134822316,7140.498545944894,6619.802100485908,6024.784094303751,5463.557328936237,4859.340586440922,8704.243171638827,7652.1471218406205,7195.361850930358,6835.743521165431,6383.722316383026,6100.128202046076,5577.784444412812,5132.339495148454,4743.808772719585,4287.729342420235
7172.681284765083,6843.507821968004,6878.70797496806,6749.473311352437,6110.888002462998,6172.076907615778,5680.191139564853,5417.354566124864,5144.675670953967,4689.679879790128,9150.698768278022,8080.80736953809,7574.806479596947,7208.687894064183,6876.0387446530285,6564.655528109014,6225.2807159118,5767.510951729629,5267.771774790666,4584.932268226153,9960.228259827361,9168.419755942352,8596.661920645429,8164.510066544214,7732.2394993488815,7243.054954855757,6723.532456394068,6227.868815124516,5683.403527209367,4974.260725335993,9202.986233115887,7976.0378250942695,7414.990821650746,6897.438351613153,6550.433833136044,6210.981193667186,5786.722003471548,5375.424913026273,5044.13045138342,4454.7812013170715
6998.340489227155,6792.820380814071,6602.167591609201,6190.787503079429,6004.973130830336,5663.368529896397,5385.959120062247,5033.684678645045,4763.717035949777,4209.306449029852,8796.504447425628,7656.866982085084,7378.078609805026,6914.138857705845,6623.786157562042,6244.020314363709,5837.052885792092,5450.425258103381,4925.156442542124,4189.596250253394,9736.143589693742,8842.290081137882,8348.007999539133,8041.702711222979,7521.19886285487,6952.188410264577,6487.353834737274,5964.551846827869,5355.541813323343,4646.014878826892,8046.764322819759,6912.701850680444,6512.369807727268,6410.448415043825,5990.395352621996,5464.822430377047,5057.746278926763,4608.965499870648,4146.094660586453,3684.317382997086
7480.352218543455,6903.483233033513,6719.631518336239,6677.747605437083,6454.575793062431,6173.293643307063,5864.580039280137,5734.983963578994,5545.944813668408,5109.097282754071,9232.969138258168,8380.664310953822,7595.446574691793,7312.380592361011,7021.649282021662,6694.669641456538,6438.500383826695,6017.307383109932,5614.363881297345,5099.361614817038,10251.130836981025,9695.44938181415,9203.153566817418,8591.084936845278,8130.275971604118,7581.595151941802,7131.695024884043,6691.431934303285,6118.463202421726,5490.904503449429,9307.095704600863,8466.810199187179,7506.468227159274,7051.319604322654,6745.175243911743,6258.104256653295,5972.765036427427,5582.137732003393,5406.084576349598,4861.555817839602
7476.767581806001,6799.982951520222,6771.393931612462,6390.488890784869,6101.0961444266895,5856.420530349639,5780.0083499857865,5383.543831383395,5056.842226811967,4585.10322571258,9026.792420930593,7881.057434146992,7386.078946771006,7076.695387282488,6665.577715299523,6532.26642144036,6102.997776553872,5655.372083305228,5189.560815457974,4561.59869997226,9876.992045752906,9096.48330859835,8503.038560886558,7982.446623188599,7588.754882518871,7045.5317740952605,6675.570013893703,6079.957984713674,5606.807091318271,5023.615853467011,8837.135128187761,7749.792640845417,7005.292554788159,6587.974504536122,6351.695613425659,6049.289460286804,5537.2301985458,5111.361052252569,4691.826105259611,4281.0592668394665
