2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
0.399928628,0.359996004,0.33528551,0.208561822,0.275388707,0.302915997,0.404536558,0.435664258,0.201414716,0.208661084,0.167818854,0.269339036,0.356423092
0.33786202,0.509659205,0.229883887,0.294371392,0.292055757,0.335269082,0.503449858,0.431506451,0.259832815,0.348891708,0.413495162,0.329510121,0.563757886
0.379738049,0.621124434,0.511691447,0.685115321,0.505673738,0.602935231,0.511193466,0.515295705,0.33855024,0.396138496,0.527073694,0.544688878,0.682299006
0.412870706,0.384336602,0.349538025,0.378390277,0.463754666,0.415701235,0.402334783,0.384609832,0.390276385,0.34763663,0.347780965,0.483420895,0.449598344
