Trading_period,Load,Price,Trading_date,Season,Solar,Load_raw
17,5761.689292526489,532.55,2019-10-03,Spring,0.04467805519053877,5928.018
16,5725.811521711175,154.67,2019-09-20,Spring,0.018396846254927723,5840.196
18,5711.960146876343,532.14,2019-10-03,Spring,0.04467805519053877,5897.11
17,5671.015468339103,135.38,2019-09-20,Spring,0.16951379763469118,5803.708
15,5603.632208386216,154.36,2019-09-20,Spring,0.018396846254927723,5705.026
16,5575.841257609969,330.69,2019-10-03,Spring,0.001314060446780552,5816.44
19,5560.087717559271,302.48,2019-10-03,Spring,0.19710906701708278,5767.294
18,5542.237577268658,127.67,2019-09-20,Spring,0.16951379763469118,5667.234
20,5449.896619152419,214.28,2019-10-03,Spring,0.19710906701708278,5622.454
19,5411.442022252163,162.75,2019-09-20,Spring,0.2509855453350854,5528.236
21,5362.357437832081,170.88,2019-10-03,Spring,0.33902759526938236,5484.474
15,5360.2191567063,501.67,2019-10-03,Spring,0.001314060446780552,5611.778
38,5302.071307671914,148.33,2019-09-20,Spring,0.11957950065703023,5469.192
39,5294.7061843591755,135.96,2019-09-20,Spring,0.007884362680683312,5469.938
38,5278.9955677749185,190.98,2019-09-06,Spring,0.038107752956636,6026.976
37,5276.602895605824,180.03,2019-09-06,Spring,0.038107752956636,5935.396
22,5272.846404846946,267.82,2019-10-03,Spring,0.33902759526938236,5404.698
20,5271.548536822479,156.67,2019-09-20,Spring,0.2509855453350854,5383.164
38,5256.344728092785,120.4,2019-09-19,Spring,0.10643889618922471,5727.932
23,5237.423931038311,265.9,2019-10-03,Spring,0.3784494086727989,5343.28
39,5206.558677974897,156.94,2019-09-06,Spring,0.0,5924.522
17,5204.938603785554,150.11,2019-09-05,Spring,0.015768725361366625,5664.856
40,5183.158354733849,658.02,2019-10-03,Spring,0.1314060446780552,5733.09
36,5182.17804280266,222.48,2019-09-06,Spring,0.11957950065703021,5814.978
40,5174.885813692477,152.3,2019-09-06,Spring,0.0,5808.368
39,5161.912944400747,115.31,2019-09-19,Spring,0.010512483574244415,5689.14
14,5161.7239904137905,158.7,2019-09-20,Spring,0.0,5305.674
40,5156.23133704234,124.2,2019-09-20,Spring,0.007884362680683312,5385.988
38,5130.119095343019,247.83,2019-09-24,Spring,0.02759526938239159,5999.304
40,5124.085260478144,113.76,2019-09-19,Spring,0.010512483574244415,5589.682
18,5099.885848276812,146.08,2019-09-05,Spring,0.015768725361366625,5531.032
24,5083.823099059423,260.16,2019-10-03,Spring,0.3784494086727989,5278.206
41,5083.461516161807,433.32,2019-10-03,Spring,0.02102496714848883,5694.534
21,5075.257359156332,157.45,2019-09-20,Spring,0.34165571616294343,5239.212
37,5073.386080891147,145.1,2019-09-05,Spring,0.015768725361366625,5889.576
37,5071.03498228415,185.54,2019-09-24,Spring,0.02759526938239159,5847.994
38,5066.570243829946,120.35,2019-09-02,Spring,0.06044678055190538,5925.326
41,5060.141053240356,133.42,2019-09-19,Spring,0.0,5483.924
33,5051.410845598403,206.7,2019-09-05,Spring,0.1366622864651774,5245.614
39,5043.77715664879,103.86,2019-09-02,Spring,0.0,5837.234
36,5029.154857058355,138.05,2019-09-05,Spring,0.05913272010512483,5709.62
39,5024.688233163047,341.95,2019-10-03,Spring,0.1314060446780552,5617.736
37,5023.360524207742,115.83,2019-09-20,Spring,0.11957950065703023,5226.644
27,5015.252555316042,265.6,2019-11-29,Spring,0.33377135348226017,5156.634
41,5008.263995969831,166.74,2019-09-06,Spring,0.0,5666.012
16,5002.394006360316,122.98,2019-11-26,Spring,0.030223390275952694,5264.296
38,4998.905013338713,145.45,2019-09-05,Spring,0.015768725361366625,5923.492
28,4997.753230466442,265.6,2019-11-29,Spring,0.33377135348226017,5145.668
