Trading_period,Load,Price,Trading_date,Season,Solar,Load_raw
37,6264.227457246228,124.91,2019-06-25,Winter,0.001314060446780552,6277.328
36,6247.12938538862,114.83,2019-06-25,Winter,0.0657030223390276,6249.786
38,6162.106450695252,111.77,2019-06-25,Winter,0.001314060446780552,6250.54
37,6132.767880473049,125.39,2019-07-24,Winter,0.003942181340341655,6234.004
38,6127.392225095905,120.13,2019-07-24,Winter,0.003942181340341655,6213.838
16,6095.81401358383,196.07,2019-07-23,Winter,0.0,6184.62
17,6088.77707323933,229.76,2019-07-23,Winter,0.006570302233902759,6165.566
36,6084.821677679855,124.84,2019-07-22,Winter,0.07490144546649147,6187.602
36,6083.91381316368,104.66,2019-06-12,Winter,0.017082785808147174,6155.548
39,6078.03414135672,175.09,2019-06-19,Winter,0.0,6251.426
39,6070.3797763336215,116.65,2019-07-24,Winter,0.0,6148.818
37,6067.65308490671,127.05,2019-07-23,Winter,0.005256241787122208,6220.468
37,6067.219351192145,105.06,2019-06-12,Winter,0.0,6168.102
38,6065.473442835888,125.31,2019-07-23,Winter,0.005256241787122208,6219.324
36,6065.287590732235,157.54,2019-07-24,Winter,0.12352168199737187,6169.106
37,6051.608112753687,106.88,2019-07-22,Winter,0.002628120893561104,6202.096
39,6043.888475988693,130.13,2019-06-25,Winter,0.0,6167.41
40,6041.73062071234,124.85,2019-06-25,Winter,0.0,6117.65
36,6039.192389740462,128.07,2019-07-23,Winter,0.08804204993429697,6202.59
36,6026.170889954678,207.79,2019-06-19,Winter,0.0657030223390276,6322.426
38,6015.432274259591,150.28,2019-06-19,Winter,0.001314060446780552,6288.714
37,5991.913897221258,175.08,2019-06-19,Winter,0.001314060446780552,6322.25
38,5988.931912382567,95.43,2019-06-12,Winter,0.0,6078.232
38,5987.713851453063,106.92,2019-07-22,Winter,0.002628120893561104,6176.526
40,5982.064355501263,167.47,2019-06-19,Winter,0.0,6170.966
39,5981.257946176502,115.17,2019-07-23,Winter,0.0,6123.852
18,5972.327360711632,191.27,2019-07-23,Winter,0.006570302233902759,6074.68
41,5961.960733978892,124.38,2019-06-25,Winter,0.0,6012.296
40,5956.021512520586,116.24,2019-07-24,Winter,0.0,6090.376
39,5947.624409249347,122.11,2019-07-22,Winter,0.0,6137.442
41,5939.071205641833,208.06,2019-06-19,Winter,0.0,6172.58
42,5932.45627021351,130.21,2019-06-25,Winter,0.0,5960.368
15,5919.079930990251,200.05,2019-07-23,Winter,0.0,6004.4
17,5909.813892952799,217.32,2019-06-27,Winter,0.002628120893561104,6326.482
35,5902.709207682643,92.42,2019-06-25,Winter,0.0657030223390276,5937.676
