Trading_period,Load,Price,Trading_date,Season,Solar,Load_raw
38,5867.068546444495,190.98,2019-09-06,Spring,0.038107752956636,6026.976
38,5819.613569124319,247.83,2019-09-24,Spring,0.02759526938239159,5999.304
17,5819.132857593396,532.55,2019-10-03,Spring,0.04467805519053877,5928.018
39,5760.145895549653,156.94,2019-09-06,Spring,0.0,5924.522
18,5755.055084460696,532.14,2019-10-03,Spring,0.04467805519053877,5897.11
37,5753.639572371949,180.03,2019-09-06,Spring,0.038107752956636,5935.396
37,5749.320357331217,185.54,2019-09-24,Spring,0.02759526938239159,5847.994
16,5725.811521711175,154.67,2019-09-20,Spring,0.018396846254927723,5840.196
40,5712.463279645821,658.02,2019-10-03,Spring,0.1314060446780552,5733.09
17,5708.482996116204,156.25,2019-09-06,Spring,0.027595269382391593,5838.744
40,5671.176631610404,152.3,2019-09-06,Spring,0.0,5808.368
17,5671.015468339103,135.38,2019-09-20,Spring,0.16951379763469118,5803.708
16,5648.688135598318,330.69,2019-10-03,Spring,0.001314060446780552,5816.44
36,5606.529502761049,222.48,2019-09-06,Spring,0.11957950065703021,5814.978
15,5604.00012191141,154.36,2019-09-20,Spring,0.018396846254927723,5705.026
41,5599.080057936574,433.32,2019-10-03,Spring,0.02102496714848883,5694.534
16,5595.71776007462,145.25,2019-09-06,Spring,0.001314060446780552,5824.12
19,5586.332215689754,302.48,2019-10-03,Spring,0.19710906701708278,5767.294
39,5573.271826795169,341.95,2019-10-03,Spring,0.1314060446780552,5617.736
36,5560.035883884364,204.16,2019-09-24,Spring,0.059132720105124825,5786.4
18,5542.237577268658,127.67,2019-09-20,Spring,0.16951379763469118,5667.234
41,5533.521872104673,166.74,2019-09-06,Spring,0.0,5666.012
38,5524.006300932505,143.13,2019-09-10,Spring,0.07752956636005257,6215.81
18,5498.709804349605,144.32,2019-09-06,Spring,0.027595269382391593,5752.846
39,5496.356480782046,132.14,2019-09-10,Spring,0.002628120893561104,6143.78
17,5473.802625647345,207.8,2019-11-01,Spring,0.15505913272010513,5516.806
38,5461.329272660039,244.84,2019-10-03,Spring,0.2431011826544021,5532.814
40,5460.743027986773,150.98,2019-09-10,Spring,0.002628120893561104,6071.042
20,5456.053038807327,214.28,2019-10-03,Spring,0.19710906701708278,5622.454
15,5432.084931960799,501.67,2019-10-03,Spring,0.001314060446780552,5611.778
16,5431.802487917401,209.21,2019-11-01,Spring,0.01971090670170828,5474.976
17,5422.5717177217875,150.11,2019-09-05,Spring,0.015768725361366625,5664.856
39,5417.94436464147,192.37,2019-09-24,Spring,0.002628120893561104,5950.616
19,5411.442022252163,162.75,2019-09-20,Spring,0.2509855453350854,5528.236
42,5402.955047091413,167.51,2019-09-06,Spring,0.0,5536.052
38,5400.002695896744,120.4,2019-09-19,Spring,0.10643889618922471,5727.932
39,5380.768022098099,210.71,2019-09-09,Spring,0.001314060446780552,6105.246
37,5373.812433065089,134.14,2019-09-10,Spring,0.07752956636005257,6079.23
21,5372.192992738926,170.88,2019-10-03,Spring,0.33902759526938236,5484.474
38,5371.379220468334,219.32,2019-09-09,Spring,0.04993429697766097,6206.74
41,5362.163757222988,167.61,2019-09-10,Spring,0.0,5949.836
18,5349.967998463136,205.29,2019-11-01,Spring,0.15505913272010513,5421.112
18,5347.123737206964,146.08,2019-09-05,Spring,0.015768725361366625,5531.032
42,5343.6209711879455,242.18,2019-10-03,Spring,0.02102496714848883,5564.808
37,5331.937903135155,211.78,2019-10-03,Spring,0.2431011826544021,5410.142
22,5317.462051668766,267.82,2019-10-03,Spring,0.33902759526938236,5404.698
35,5308.657707860447,183.8,2019-09-06,Spring,0.11957950065703021,5614.2
40,5308.5501474265875,141.99,2019-09-09,Spring,0.001314060446780552,6056.95
38,5305.137253715195,148.33,2019-09-20,Spring,0.11957950065703023,5469.192
19,5303.436308000292,200.14,2019-11-01,Spring,0.25229960578186594,5317.428
39,5299.905043916722,115.31,2019-09-19,Spring,0.010512483574244415,5689.14
39,5296.9136655103375,135.96,2019-09-20,Spring,0.007884362680683312,5469.938
15,5292.415556291949,128.62,2019-09-06,Spring,0.001314060446780552,5575.702
40,5280.767367073959,113.76,2019-09-19,Spring,0.010512483574244415,5589.682
20,5271.646647095864,156.67,2019-09-20,Spring,0.2509855453350854,5383.164
19,5267.519379339733,156.68,2019-09-06,Spring,0.16031537450722733,5669.192
42,5263.09396220203,160.11,2019-09-10,Spring,0.0,5776.674
43,5262.483565863146,197.96,2019-09-06,Spring,0.0,5394.586
37,5260.171731215395,227.11,2019-09-09,Spring,0.04993429697766097,6179.166
19,5256.866644054091,132.83,2019-09-05,Spring,0.0735873850197109,5413.372
23,5256.064882981457,265.9,2019-10-03,Spring,0.3784494086727989,5343.28
18,5254.19108225327,256.68,2019-10-01,Spring,0.030223390275952694,5578.488
35,5244.285317590576,245.72,2019-09-24,Spring,0.059132720105124825,5605.328
17,5232.319460365274,196.82,2019-09-03,Spring,0.03153745072273325,5885.844
41,5223.739934109812,133.42,2019-09-19,Spring,0.0,5483.924
38,5223.596260341246,140.22,2019-09-07,Spring,0.07490144546649145,5576.074
20,5217.072399127719,194.35,2019-11-01,Spring,0.25229960578186594,5221.238
19,5216.171224042405,322.74,2019-10-01,Spring,0.08672798948751642,5451.16
41,5216.138765833658,155.9,2019-09-09,Spring,0.0,5961.044
36,5211.651217818188,212.39,2019-10-03,Spring,0.240473061760841,5340.348
36,5200.05430206281,219.73,2019-09-09,Spring,0.05781865965834428,6059.916
20,5195.610081431162,122.84,2019-09-05,Spring,0.0735873850197109,5307.484
40,5194.543398799175,124.2,2019-09-20,Spring,0.007884362680683312,5385.988
36,5192.161581003064,137.59,2019-09-10,Spring,0.18002628120893563,5878.746
38,5185.576401065128,131.86,2019-09-14,Spring,0.02890932982917214,5401.832
20,5185.147697121759,246.77,2019-10-01,Spring,0.08672798948751642,5378.964
16,5183.292380284492,195.57,2019-09-03,Spring,0.001314060446780552,5953.98
18,5169.458932489308,259.28,2019-11-12,Spring,0.1038107752956636,5343.75
14,5162.435289895831,158.7,2019-09-20,Spring,0.0,5305.674
20,5160.182206499355,156.67,2019-09-06,Spring,0.16031537450722733,5572.588
24,5157.92088303343,260.16,2019-10-03,Spring,0.3784494086727989,5278.206
38,5153.62985853058,143.14,2019-09-03,Spring,0.051248357424441525,6015.284
34,5151.910402867994,211.58,2019-09-24,Spring,0.11695137976346912,5455.888
18,5143.874954050313,117.25,2019-09-03,Spring,0.03153745072273325,5741.032
33,5140.178545220406,212.71,2019-09-24,Spring,0.11695137976346912,5330.562
16,5139.587938637206,123.25,2019-09-05,Spring,0.001314060446780552,5621.502
38,5139.21462467653,139.35,2019-09-04,Spring,0.017082785808147174,5881.684
43,5131.8373102176465,352.44,2019-10-03,Spring,0.0,5375.126
37,5126.641221013073,143.91,2019-09-03,Spring,0.051248357424441525,6000.02
17,5119.902575494921,260.95,2019-11-12,Spring,0.1038107752956636,5396.23
40,5109.237400537585,185.98,2019-09-24,Spring,0.002628120893561104,5846.25
21,5107.75902375199,134.78,2019-09-05,Spring,0.1169513797634691,5200.618
21,5103.712025308821,167.5,2019-11-01,Spring,0.32063074901445465,5129.016
37,5097.749340835832,134.18,2019-09-14,Spring,0.02890932982917214,5325.916
18,5096.67988127084,222.62,2019-09-07,Spring,0.09198423127463862,5235.12
17,5091.258394678166,260.38,2019-10-01,Spring,0.030223390275952694,5597.992
35,5087.234511238734,208.95,2019-10-03,Spring,0.240473061760841,5212.496
24,5087.175010254412,217.19,2019-10-01,Spring,0.4349540078843626,5234.206
37,5086.787226184037,107.75,2019-09-19,Spring,0.10643889618922471,5484.82
39,5085.313414367077,139.96,2019-09-07,Spring,0.001314060446780552,5505.112
38,5084.892337384591,120.35,2019-09-02,Spring,0.06044678055190538,5925.326
21,5084.053706196243,247.33,2019-10-01,Spring,0.2864651773981603,5315.052
20,5083.54268766133,381.78,2019-09-30,Spring,0.04862023653088042,5306.572
42,5080.831411003349,118.3,2019-09-19,Spring,0.0,5333.252
19,5080.328077468649,239.05,2019-09-30,Spring,0.04862023653088042,5331.09
43,5078.778531708758,213.87,2019-09-10,Spring,0.0,5568.248
34,5076.282099816533,220.01,2019-09-06,Spring,0.21156373193166883,5447.23
21,5075.502634839795,157.45,2019-09-20,Spring,0.34165571616294343,5239.212
37,5073.386080891147,145.1,2019-09-05,Spring,0.015768725361366625,5889.576
39,5070.158146750445,117.2,2019-09-03,Spring,0.0,5920.994
39,5066.514212505759,103.86,2019-09-02,Spring,0.0,5837.234
42,5065.564405982264,331.81,2019-10-02,Spring,0.017082785808147174,5639.492
15,5064.588646753891,163.98,2019-11-01,Spring,0.01971090670170828,5238.152
44,5063.060983538363,153.02,2019-09-06,Spring,0.0,5194.456
23,5059.586312445292,248.56,2019-10-01,Spring,0.4349540078843626,5269.07
22,5059.54613378912,127.84,2019-09-05,Spring,0.1169513797634691,5157.856
39,5059.11131041335,128.62,2019-09-04,Spring,0.0,5799.98
33,5058.842698807315,206.7,2019-09-05,Spring,0.1366622864651774,5245.614
38,5056.563663252705,337.02,2019-10-02,Spring,0.23915900131406043,5640.618
25,5055.124925736752,260.43,2019-10-03,Spring,0.4126149802890933,5209.204
39,5049.254256815641,184.54,2019-09-21,Spring,0.007884362680683312,5118.886
19,5048.9673929294795,186.04,2019-10-18,Spring,0.15111695137976344,5334.352
16,5047.281590065599,175.75,2019-11-12,Spring,0.02102496714848883,5349.416
37,5046.718245069034,131.7,2019-09-04,Spring,0.017082785808147174,5844.01
17,5045.9298777294825,127.42,2019-11-26,Spring,0.11826544021024965,5275.664
41,5045.475232693166,331.81,2019-10-02,Spring,0.017082785808147174,5759.362
19,5042.595083765578,136.69,2019-09-07,Spring,0.2339027595269382,5252.804
34,5039.049897862148,149.91,2019-09-05,Spring,0.1366622864651774,5364.27
38,5038.975034869147,159.64,2019-09-21,Spring,0.12483574244415244,5123.65
16,5038.583137567794,203.79,2019-09-11,Spring,0.005256241787122208,6045.068
16,5036.845673787368,122.98,2019-11-26,Spring,0.030223390275952694,5264.296
19,5034.331068016693,115.34,2019-09-03,Spring,0.13272010512483573,5572.432
41,5034.091788362359,151.49,2019-10-16,Spring,0.017082785808147174,5208.288
22,5032.301693682094,163.65,2019-11-01,Spring,0.32063074901445465,5053.0
36,5029.154857058355,138.05,2019-09-05,Spring,0.05913272010512483,5709.62
41,5028.958223383753,119.09,2019-09-20,Spring,0.0,5266.484
42,5027.826177552256,148.61,2019-10-16,Spring,0.017082785808147174,5110.854
40,5027.801451516717,130.03,2019-09-07,Spring,0.001314060446780552,5370.404
37,5027.628321099988,115.83,2019-09-20,Spring,0.11957950065703023,5226.644
27,5024.373867134557,265.6,2019-11-29,Spring,0.33377135348226017,5156.634
21,5023.173057449071,381.48,2019-09-30,Spring,0.15768725361366623,5242.346
41,5019.712430779326,115.65,2019-09-07,Spring,0.0,5235.346
15,5013.835968745771,145.23,2019-09-03,Spring,0.001314060446780552,5720.878
17,5012.401544380158,216.13,2019-10-16,Spring,0.05781865965834428,5610.17
37,5011.757843077129,135.59,2019-09-07,Spring,0.07490144546649145,5385.422
23,5011.7434219367005,127.22,2019-09-05,Spring,0.17082785808147175,5116.17
28,5010.664051594452,265.6,2019-11-29,Spring,0.33377135348226017,5145.668
16,5010.528663773426,457.92,2019-09-26,Spring,0.02102496714848883,6023.01
18,5007.372026966892,219.37,2019-09-30,Spring,0.003942181340341655,5328.83
36,5005.2979879713475,136.81,2019-09-03,Spring,0.16031537450722733,5854.154
20,5003.543300864826,129.64,2019-09-07,Spring,0.2339027595269382,5176.554
21,5002.294056779766,160.21,2019-11-12,Spring,0.22733245729303547,5096.912
38,4999.125761453829,145.45,2019-09-05,Spring,0.015768725361366625,5923.492
40,4993.021262814663,191.94,2019-10-14,Spring,0.055190538764783185,5520.49
17,4992.606960506391,132.48,2019-09-10,Spring,0.04336399474375821,6022.986
20,4992.079127869228,138.84,2019-09-03,Spring,0.13272010512483573,5428.804
15,4991.798158333659,458.14,2019-09-26,Spring,0.02102496714848883,5891.586
18,4991.730026441069,123.15,2019-11-26,Spring,0.11826544021024965,5211.9
17,4988.346245889079,191.62,2019-09-07,Spring,0.09198423127463862,5104.962
22,4988.0206559255,161.39,2019-11-12,Spring,0.22733245729303547,5053.99
43,4986.225432657277,118.73,2019-09-19,Spring,0.0,5164.828
40,4984.3556983320605,174.9,2019-09-26,Spring,0.01445466491458607,5790.914
18,4983.546503812016,186.21,2019-10-18,Spring,0.03810775295663601,5426.98
21,4983.411459709265,158.05,2019-09-06,Spring,0.23390275952693823,5501.014
32,4983.350058418178,144.31,2019-09-05,Spring,0.2233902759526938,5140.962
26,4979.519762230938,272.84,2019-10-01,Spring,0.48357424441524305,5125.49
37,4979.487281189104,117.08,2019-09-02,Spring,0.06044678055190538,5782.62
27,4973.731463611134,265.53,2019-10-01,Spring,0.4336399474375821,5116.262
29,4973.693010759558,265.44,2019-11-29,Spring,0.3758212877792378,5146.41
39,4970.349707888914,125.28,2019-09-14,Spring,0.0,5293.334
35,4970.154901123561,145.24,2019-09-05,Spring,0.05913272010512483,5486.374
21,4968.768920386078,128.27,2019-09-07,Spring,0.407358738501971,5073.644
38,4968.3148668598305,215.21,2019-10-14,Spring,0.12089356110381076,5568.624
19,4967.905057676541,211.57,2019-10-23,Spring,0.16688567674113008,5521.23
32,4967.225692501778,307.04,2019-09-24,Spring,0.18791064388961892,5204.01
14,4965.34256686077,386.36,2019-10-03,Spring,0.0,5167.536
24,4962.094328166441,122.81,2019-09-05,Spring,0.17082785808147175,5067.448
34,4961.255909286171,201.26,2019-10-03,Spring,0.4664914586070959,5136.882
39,4958.323389561042,174.88,2019-09-26,Spring,0.01445466491458607,5880.738
26,4951.434559259662,188.04,2019-11-29,Spring,0.25886990801576876,5132.012
22,4949.991427954964,380.92,2019-09-30,Spring,0.15768725361366623,5207.284
16,4949.924186235978,155.62,2019-09-18,Spring,0.007884362680683312,5863.262
22,4949.831795242304,251.16,2019-10-01,Spring,0.2864651773981603,5286.324
42,4948.7860857334645,127.16,2019-09-07,Spring,0.0,5120.528
33,4948.298910713312,214.89,2019-09-06,Spring,0.21156373193166883,5331.27
