00000,9040.629919123896,8230.258901881716,7358.453468628124,6762.768074751019,6397.42871771543,6096.578632723967,5788.581410615488,5710.991370664253,5453.320281967577,5019.323463636005
00001,8719.56263709226,7748.093208796422,6926.267755564249,6593.177174654313,6306.405611498382,5910.4148170267,5516.883270643489,5186.149671804922,4848.8986054412,4467.647152519074
00010,8881.453772435665,7837.714609264768,6986.710269768047,6567.821056607694,6086.235593075659,5791.855593367812,5632.07663533535,5268.909316643237,4996.425254238474,4533.160008497932
00011,8324.730103784144,7203.390380189492,6740.952355576155,6130.807568103227,5963.950456009181,5521.525821375589,5051.435761927557,4788.440612436619,4331.430452103635,3895.2039332980175
00100,8723.803122128786,7700.143124469585,6971.619532214803,6620.45368730931,6132.185305813664,5710.464875737601,5468.609074987328,5274.737014753118,4991.110423733094,4564.895212226092
00101,8205.264490888827,7182.481670517534,6742.655394920857,6394.759082781186,5954.040817068377,5690.137293625883,5191.663424578261,4774.762814155967,4415.065328741556,3986.765252173035
00110,8691.734234079127,7498.2927726750995,6955.203730257304,6451.723041392835,6117.562555998394,5792.248198812319,5390.183594515187,5011.35687041102,4717.845120368611,4154.263078060097
00111,7561.453422779219,6461.539636508391,6072.138919508715,5979.735552429816,5571.127135497418,5064.749403012948,4686.001542044015,4259.111983641542,3822.3579574323353,3386.328978351856
01000,8796.85878173063,7985.776304878041,7051.11447884572,6611.272662330462,6319.862350681279,5851.51602458029,5600.037865264925,5243.261634089609,5090.366136890861,4568.398693019392
01001,8340.45158070408,7281.590092476439,6561.005360669571,6155.270291679162,5931.42128775788,5647.894175932927,5160.821919945108,4762.227393799271,4362.627183894051,3982.132381282324
01010,8687.45652827716,7781.932254188439,6940.565967378003,6362.825293283034,6064.596340326341,5688.618069627226,5205.717597967222,4874.654042732578,4541.924558084831,4063.3802269257153
01011,8097.11275389961,7040.566359356056,6376.939550754835,5986.027323590251,5733.311279389628,5445.977048100449,4904.314504724687,4479.552676052143,3987.644931210043,3463.3373092697125
01100,8620.39355714836,7401.428777972405,6982.482327948181,6625.979890730634,6180.619478832946,5837.851145773189,5499.305878071417,5040.432709252791,4753.478915578901,4241.399687169832
01101,7764.028539724951,6895.162383454763,6321.8266631418255,5857.97932713364,5582.496227530706,5150.777424434541,4660.376550119419,4288.510315753685,3905.951607272707,3494.389411454307
01110,8185.369231320812,7096.905835519286,6515.236570550914,5999.221389411505,5730.906686154108,5357.374594109217,4921.760719055432,4518.209773711148,4239.087000855752,3656.1507004848404
01111,7534.564350821019,6562.734833643558,6048.856056410911,5900.052786622873,5575.2215890504585,5121.207466952985,4742.327747994604,4148.30632702822,3662.446776939867,3066.1905213774435
10000,8732.078216621101,7779.7369425511515,6873.859073180131,6521.266431079672,6335.62918518738,5875.068073651693,5499.951015281217,5095.011873240112,4884.504253307594,4424.956878700773
10001,8573.421132537796,7730.953190404413,6956.0046987930145,6362.154785908639,5960.258367122231,5732.7769728926905,5144.136820640632,4697.353779755203,4123.6939626100475,3754.8932392530583
10010,8601.544349566817,7517.55601960413,6698.226734550142,6254.412486904799,5986.330210090698,5576.131616869609,5183.016420309281,4795.379960523505,4353.568651306166,3924.9977003475356
10011,8012.777177820732,6895.29384034522,6228.372426459733,5818.502570374819,5621.858778904797,5276.279003347181,4797.021635313826,4314.589701014567,3703.3397362107885,3260.1199574143548
10100,8245.563856424282,7054.078675387684,6626.572108311362,6234.723982444513,5887.799976459806,5604.795535177529,5086.896444761116,4719.105854434601,4392.161704011018,3976.5443234983086
10101,7656.165813021448,6748.86571877204,6133.450572200031,5871.521036936906,5515.768587332567,5134.932547261563,4636.095992937563,4138.404791475968,3651.395039192817,3280.5635396263538
10110,8114.6857157358745,6993.174104334782,6432.188055971158,6017.237586769561,5735.0704034697765,5361.051131160428,5011.591748708445,4514.323654256578,4040.945618937242,3512.7672930797225
10111,7359.298275179519,6297.623255210594,5868.058702626298,5532.5394673807605,5225.429507916216,4814.806978277201,4309.586266980911,3813.3375403603004,3257.029178931862,2756.7118361517537
11000,8754.257600997722,7737.205261525597,6871.81797110795,6513.196997037369,6209.600093087569,5890.39495500689,5430.487718044327,4840.786720808616,4462.499285328725,4012.229450214399
11001,8081.001021542246,7187.2357178791735,6422.919396377883,6153.155362270224,5716.628063532206,5431.516212019939,4926.278535855538,4323.751098966907,3690.0065140749207,3286.497153802315
11010,8287.161635263697,7114.3544056641595,6434.987016897936,6145.0300981838,5716.741146690297,5397.185176716943,4877.021939035042,4333.017002246393,3923.2430263131214,3441.2159782288027
11011,7880.382634581379,6794.002343851572,6081.201677265775,5654.74657103381,5443.305237750275,4908.164670190954,4500.7301124643045,3831.051286374645,3190.7168308140576,2729.1169407807197
11100,8462.525562051842,7193.935093810395,6694.277969403247,6225.333600608031,5857.5865114941225,5619.440819032368,5205.882760845262,4583.540992457455,4108.042601539349,3603.0655506358958
11101,7575.750013509508,6654.746699754431,6296.805128534579,5735.089061246345,5603.002872837417,5183.500056810193,4809.822488876694,4149.013442300976,3548.5718393090187,2907.8348928348605
11110,8034.311280396916,6928.028909719549,6274.968303308192,5968.802659442704,5741.5896010691395,5245.379700434251,4891.237396753707,4197.858784861177,3630.036291727087,3061.5115052034166
11111,7198.107185327644,6077.661155169932,5753.06121388375,5436.158819217474,4977.783689336607,4542.834618942234,4087.308470156459,3411.902157182279,2866.2716787299114,2314.1604777758644
